neighbourhood,period,airbnb_price(€),n_airbnb_listings,availability_365,airbnb_ratio_business,airbnb_professional_ratio,airbnb_mega_host_ratio
la Vila Olímpica del Poblenou,2019-07-01,206.5978835978836,189,203.93650793650792,0.6507936507936508,0.1693121693121693,0.06878306878306878
la Vila Olímpica del Poblenou,2019-10-01,196.75647668393782,193,193.22279792746113,0.6217616580310881,0.17616580310880828,0.07253886010362694
la Vila Olímpica del Poblenou,2020-01-01,178.26455026455025,189,216.41798941798942,0.6243386243386243,0.18518518518518517,0.06878306878306878
la Vila Olímpica del Poblenou,2020-04-01,182.73711340206185,194,200.91237113402062,0.5721649484536082,0.18556701030927836,0.05670103092783505
la Vila Olímpica del Poblenou,2020-07-01,174.9375,192,206.46875,0.6041666666666666,0.18229166666666666,0.09375
la Vila Olímpica del Poblenou,2020-10-01,149.06842105263158,190,186.7263157894737,0.6263157894736842,0.2,0.07368421052631578
la Vila Olímpica del Poblenou,2021-01-01,147.48641304347825,368,202.67934782608697,0.654891304347826,0.21739130434782608,0.07065217391304347
la Vila de Gràcia,2015-04-01,84.36466165413533,798,277.98745294855706,0.6491228070175439,0.22055137844611528,0.03508771929824561
la Vila de Gràcia,2015-07-01,78.2474793767186,1091,259.8321100917431,0.6232813932172319,0.19523373052245646,0.02933088909257562
la Vila de Gràcia,2015-10-01,76.1813524590164,976,273.6936475409836,0.6024590163934426,0.13934426229508196,0.018442622950819672
la Vila de Gràcia,2016-01-01,74.75049504950495,1010,276.7118811881188,0.6089108910891089,0.11287128712871287,0.0019801980198019802
la Vila de Gràcia,2016-10-01,78.1341571050309,1133,219.06796116504853,0.5710503089143866,0.15445719329214475,0.0264783759929391
la Vila de Gràcia,2017-01-01,77.76516464471403,1154,208.64384748700172,0.5693240901213171,0.1559792027729636,0.025996533795493933
la Vila de Gràcia,2017-04-01,81.28559027777777,1152,176.28038194444446,0.5520833333333334,0.16666666666666666,0.0234375
la Vila de Gràcia,2017-07-01,87.89797639123103,1186,169.65767284991568,0.554806070826307,0.14418212478920742,0.01517706576728499
la Vila de Gràcia,2017-10-01,87.75160993560257,1087,178.7571297148114,0.546458141674333,0.13983440662373506,0.01839926402943882
la Vila de Gràcia,2018-01-01,81.7460757156048,1083,182.03970452446907,0.554016620498615,0.13758079409048937,0.020313942751615882
la Vila de Gràcia,2018-04-01,96.02425876010781,1113,157.822102425876,0.5516621743036837,0.16621743036837378,0.020664869721473494
la Vila de Gràcia,2018-07-01,97.93030303030304,990,171.7171717171717,0.5050505050505051,0.19393939393939394,0.022222222222222223
la Vila de Gràcia,2018-10-01,103.99221789883268,1028,187.31517509727627,0.5155642023346303,0.2509727626459144,0.04669260700389105
la Vila de Gràcia,2019-01-01,98.30682976554536,981,196.72375127421,0.5504587155963303,0.2579001019367992,0.053007135575942915
la Vila de Gràcia,2019-04-01,110.97233606557377,976,172.93647540983608,0.5645491803278688,0.3114754098360656,0.08913934426229508
la Vila de Gràcia,2019-07-01,183.05123513266238,1093,168.82799634034765,0.5324794144556267,0.3092406221408966,0.11161939615736505
la Vila de Gràcia,2019-10-01,235.74686940966012,1118,180.49463327370304,0.556350626118068,0.3407871198568873,0.12164579606440072
la Vila de Gràcia,2020-01-01,153.8206958073149,1121,195.09099018733275,0.5468331846565566,0.32292595896520965,0.11685994647636039
la Vila de Gràcia,2020-04-01,127.30170098478067,1117,205.99194270367056,0.5505819158460161,0.3303491495076097,0.11369740376007162
la Vila de Gràcia,2020-07-01,117.62748643761302,1106,176.47287522603978,0.5614828209764918,0.33634719710669075,0.14195298372513562
la Vila de Gràcia,2020-10-01,83.11469194312797,1055,170.50236966824644,0.543127962085308,0.3165876777251185,0.11658767772511848
la Vila de Gràcia,2021-01-01,99.17808219178082,1898,184.06322444678608,0.5779768177028451,0.3582718651211802,0.13645943097997892
les Corts,2015-04-01,76.06451612903226,124,287.76612903225805,0.6209677419354839,0.18548387096774194,0.06451612903225806
les Corts,2015-07-01,74.79452054794521,146,278.8835616438356,0.5821917808219178,0.11643835616438356,0.00684931506849315
les Corts,2015-10-01,73.2937062937063,143,276.02797202797206,0.6013986013986014,0.14685314685314685,0.04895104895104895
les Corts,2016-01-01,70.25316455696202,158,271.7721518987342,0.5949367088607594,0.189873417721519,0.04430379746835443
les Corts,2016-10-01,88.75555555555556,180,218.4388888888889,0.4888888888888889,0.18333333333333332,0.05
les Corts,2017-01-01,86.87700534759358,187,220.68449197860963,0.47058823529411764,0.18716577540106952,0.058823529411764705
les Corts,2017-04-01,98.63265306122449,196,191.01530612244898,0.4489795918367347,0.1836734693877551,0.05612244897959184
les Corts,2017-07-01,106.44607843137256,204,177.72058823529412,0.4803921568627451,0.15196078431372548,0.05392156862745098
les Corts,2017-10-01,110.84433962264151,212,171.46226415094338,0.49056603773584906,0.20754716981132076,0.04716981132075472
les Corts,2018-01-01,94.42857142857143,217,173.21198156682027,0.5069124423963134,0.2304147465437788,0.05069124423963134
les Corts,2018-04-01,98.34979423868313,243,166.6872427983539,0.4773662551440329,0.20987654320987653,0.04526748971193416
les Corts,2018-07-01,81.53883495145631,206,173.14563106796118,0.3932038834951456,0.18446601941747573,0.04854368932038835
les Corts,2018-10-01,192.39545454545456,220,179.89545454545456,0.45,0.25,0.045454545454545456
les Corts,2019-01-01,115.59276018099547,221,178.3710407239819,0.4660633484162896,0.25339366515837103,0.049773755656108594
les Corts,2019-04-01,83.57399103139014,223,164.61883408071748,0.4977578475336323,0.273542600896861,0.05829596412556054
les Corts,2019-07-01,87.10569105691057,246,167.8861788617886,0.4959349593495935,0.2967479674796748,0.052845528455284556
les Corts,2019-10-01,88.62608695652175,230,169.30869565217392,0.5260869565217391,0.33043478260869563,0.05652173913043478
les Corts,2020-01-01,92.60714285714286,224,179.625,0.49107142857142855,0.3080357142857143,0.05357142857142857
les Corts,2020-04-01,104.21212121212122,231,191.8917748917749,0.4805194805194805,0.30303030303030304,0.025974025974025976
les Corts,2020-07-01,98.45798319327731,238,179.87394957983193,0.48739495798319327,0.2689075630252101,0.058823529411764705
les Corts,2020-10-01,115.36324786324786,234,183.1239316239316,0.47435897435897434,0.2863247863247863,0.05555555555555555
les Corts,2021-01-01,630.7450592885375,506,178.06126482213438,0.5355731225296443,0.3438735177865613,0.05138339920948617
les Roquetes,2015-04-01,64.0,3,329.3333333333333,0.6666666666666666,0.0,0.0
les Roquetes,2015-07-01,26.3,20,293.4,0.1,0.7,0.0
les Roquetes,2015-10-01,28.157894736842106,19,336.7368421052632,0.42105263157894735,0.7368421052631579,0.0
les Roquetes,2016-01-01,39.75,8,266.5,0.375,0.0,0.0
les Roquetes,2016-10-01,35.588235294117645,17,286.7647058823529,0.29411764705882354,0.0,0.0
les Roquetes,2017-01-01,30.9375,16,289.0,0.25,0.0625,0.0
les Roquetes,2017-04-01,32.8,15,222.93333333333334,0.26666666666666666,0.0,0.0
les Roquetes,2017-07-01,41.53333333333333,15,181.66666666666666,0.3333333333333333,0.0,0.0
les Roquetes,2017-10-01,36.142857142857146,14,182.78571428571428,0.21428571428571427,0.0,0.0
les Roquetes,2018-01-01,38.3125,16,167.625,0.25,0.0,0.0
les Roquetes,2018-04-01,42.875,16,169.5625,0.3125,0.0,0.0
les Roquetes,2018-07-01,40.13333333333333,15,148.86666666666667,0.2,0.0,0.0
les Roquetes,2018-10-01,33.76470588235294,17,173.11764705882354,0.35294117647058826,0.0,0.0
les Roquetes,2019-01-01,34.095238095238095,21,196.0,0.38095238095238093,0.14285714285714285,0.0
les Roquetes,2019-04-01,36.47826086956522,23,153.2608695652174,0.391304347826087,0.13043478260869565,0.0
les Roquetes,2019-07-01,41.357142857142854,28,163.39285714285714,0.25,0.07142857142857142,0.0
les Roquetes,2019-10-01,41.766666666666666,30,191.0,0.3,0.1,0.0
les Roquetes,2020-01-01,37.8125,32,183.46875,0.25,0.09375,0.0
les Roquetes,2020-04-01,41.0,33,209.63636363636363,0.30303030303030304,0.12121212121212122,0.0
les Roquetes,2020-07-01,41.370370370370374,27,187.40740740740742,0.2222222222222222,0.037037037037037035,0.0
les Roquetes,2020-10-01,37.916666666666664,24,123.75,0.16666666666666666,0.041666666666666664,0.0
les Roquetes,2021-01-01,42.05769230769231,52,185.57692307692307,0.23076923076923078,0.038461538461538464,0.0
les Tres Torres,2015-04-01,86.73913043478261,23,299.0869565217391,0.7391304347826086,0.08695652173913043,0.0
les Tres Torres,2015-07-01,112.70967741935483,31,252.32258064516128,0.8064516129032258,0.25806451612903225,0.12903225806451613
les Tres Torres,2015-10-01,86.53333333333333,30,293.3333333333333,0.6666666666666666,0.1,0.0
les Tres Torres,2016-01-01,78.19354838709677,31,288.1290322580645,0.5806451612903226,0.0,0.0
les Tres Torres,2016-10-01,132.71428571428572,35,214.74285714285713,0.7428571428571429,0.0,0.0
les Tres Torres,2017-01-01,128.97142857142856,35,212.82857142857142,0.7142857142857143,0.0,0.0
les Tres Torres,2017-04-01,137.70967741935485,31,200.0,0.7419354838709677,0.0,0.0
les Tres Torres,2017-07-01,142.6969696969697,33,205.3939393939394,0.696969696969697,0.030303030303030304,0.0
les Tres Torres,2017-10-01,126.74074074074075,27,197.85185185185185,0.6296296296296297,0.037037037037037035,0.0
les Tres Torres,2018-01-01,127.12903225806451,31,215.03225806451613,0.6774193548387096,0.03225806451612903,0.0
les Tres Torres,2018-04-01,122.1,30,172.63333333333333,0.6333333333333333,0.06666666666666667,0.0
les Tres Torres,2018-07-01,119.45161290322581,31,215.29032258064515,0.5806451612903226,0.06451612903225806,0.0
les Tres Torres,2018-10-01,124.10344827586206,29,238.17241379310346,0.5862068965517241,0.3793103448275862,0.0
les Tres Torres,2019-01-01,114.15625,32,226.40625,0.5625,0.375,0.0
les Tres Torres,2019-04-01,100.90625,32,174.15625,0.46875,0.375,0.0625
les Tres Torres,2019-07-01,105.11764705882354,34,188.2941176470588,0.5,0.38235294117647056,0.058823529411764705
les Tres Torres,2019-10-01,153.6969696969697,33,227.24242424242425,0.5757575757575758,0.48484848484848486,0.18181818181818182
les Tres Torres,2020-01-01,153.1764705882353,34,224.91176470588235,0.5588235294117647,0.5,0.17647058823529413
les Tres Torres,2020-04-01,208.97142857142856,35,179.2,0.5714285714285714,0.42857142857142855,0.14285714285714285
les Tres Torres,2020-07-01,108.62857142857143,35,231.34285714285716,0.5428571428571428,0.45714285714285713,0.14285714285714285
les Tres Torres,2020-10-01,110.42105263157895,38,206.52631578947367,0.5789473684210527,0.42105263157894735,0.13157894736842105
les Tres Torres,2021-01-01,101.95384615384616,65,206.30769230769232,0.6615384615384615,0.49230769230769234,0.03076923076923077
