neighbourhood,period,airbnb_price(€),n_airbnb_listings,availability_365,airbnb_ratio_business,airbnb_professional_ratio,airbnb_mega_host_ratio
Baró de Viver,2015-07-01,75.0,1,358.0,1.0,0.0,0.0
Baró de Viver,2016-01-01,27.0,1,365.0,0.0,0.0,0.0
Baró de Viver,2017-01-01,90.0,1,2.0,1.0,0.0,0.0
Baró de Viver,2017-04-01,94.75,4,128.25,0.25,0.0,0.0
Baró de Viver,2017-07-01,90.0,1,4.0,1.0,0.0,0.0
Baró de Viver,2017-10-01,57.5,2,189.5,1.0,0.0,0.0
Baró de Viver,2018-01-01,74.14285714285714,7,314.85714285714283,0.2857142857142857,0.0,0.0
Baró de Viver,2018-04-01,74.0,6,337.3333333333333,0.3333333333333333,0.0,0.0
Baró de Viver,2018-07-01,25.0,1,277.0,1.0,0.0,0.0
Baró de Viver,2018-10-01,25.0,1,290.0,1.0,0.0,0.0
Baró de Viver,2019-01-01,22.5,2,132.5,0.5,0.0,0.0
Baró de Viver,2019-04-01,28.333333333333332,3,131.33333333333334,0.3333333333333333,0.0,0.0
Baró de Viver,2019-07-01,25.0,1,225.0,1.0,0.0,0.0
Baró de Viver,2019-10-01,25.0,1,203.0,1.0,0.0,0.0
Baró de Viver,2020-01-01,37.5,2,271.0,0.5,0.0,0.0
Baró de Viver,2020-04-01,25.0,1,278.0,1.0,0.0,0.0
Baró de Viver,2020-07-01,25.0,1,315.0,1.0,0.0,0.0
Baró de Viver,2020-10-01,22.0,1,333.0,1.0,0.0,0.0
Baró de Viver,2021-01-01,50.0,2,179.5,1.0,0.0,0.0
Can Baró,2015-04-01,60.0625,32,316.28125,0.53125,0.0,0.0
Can Baró,2015-07-01,64.64285714285714,42,284.9047619047619,0.5,0.0,0.0
Can Baró,2015-10-01,66.1951219512195,41,309.3414634146341,0.5365853658536586,0.024390243902439025,0.0
Can Baró,2016-01-01,58.130434782608695,46,315.5652173913044,0.5,0.021739130434782608,0.0
Can Baró,2016-10-01,60.075471698113205,53,239.11320754716982,0.5283018867924528,0.03773584905660377,0.0
Can Baró,2017-01-01,61.964285714285715,56,238.03571428571428,0.5535714285714286,0.03571428571428571,0.0
Can Baró,2017-04-01,62.41509433962264,53,221.1509433962264,0.5283018867924528,0.018867924528301886,0.0
Can Baró,2017-07-01,71.81818181818181,55,183.16363636363636,0.5454545454545454,0.01818181818181818,0.0
Can Baró,2017-10-01,75.1875,48,164.97916666666666,0.4375,0.020833333333333332,0.0
Can Baró,2018-01-01,58.471698113207545,53,149.64150943396226,0.4339622641509434,0.018867924528301886,0.0
Can Baró,2018-04-01,62.734693877551024,49,146.44897959183675,0.42857142857142855,0.02040816326530612,0.0
Can Baró,2018-07-01,55.72727272727273,44,190.3181818181818,0.36363636363636365,0.13636363636363635,0.022727272727272728
Can Baró,2018-10-01,59.755102040816325,49,192.71428571428572,0.42857142857142855,0.12244897959183673,0.0
Can Baró,2019-01-01,59.05128205128205,39,197.56410256410257,0.48717948717948717,0.15384615384615385,0.02564102564102564
Can Baró,2019-04-01,64.13636363636364,44,154.79545454545453,0.45454545454545453,0.18181818181818182,0.06818181818181818
Can Baró,2019-07-01,73.52272727272727,44,148.13636363636363,0.5227272727272727,0.18181818181818182,0.06818181818181818
Can Baró,2019-10-01,71.0,43,148.1860465116279,0.5348837209302325,0.18604651162790697,0.06976744186046512
Can Baró,2020-01-01,81.16279069767442,43,154.46511627906978,0.5348837209302325,0.2558139534883721,0.06976744186046512
Can Baró,2020-04-01,68.21052631578948,38,166.23684210526315,0.5263157894736842,0.18421052631578946,0.07894736842105263
Can Baró,2020-07-01,54.108108108108105,37,186.6216216216216,0.4594594594594595,0.10810810810810811,0.02702702702702703
Can Baró,2020-10-01,50.628571428571426,35,152.6,0.4,0.08571428571428572,0.02857142857142857
Can Baró,2021-01-01,58.160493827160494,81,189.1358024691358,0.4444444444444444,0.12345679012345678,0.07407407407407407
Can Peguera,2015-10-01,20.0,1,365.0,0.0,0.0,0.0
Can Peguera,2016-01-01,15.0,1,360.0,0.0,0.0,0.0
Can Peguera,2016-10-01,20.0,1,90.0,0.0,0.0,0.0
Can Peguera,2017-01-01,15.0,1,90.0,0.0,0.0,0.0
Can Peguera,2017-04-01,19.0,1,68.0,0.0,0.0,0.0
Can Peguera,2017-07-01,19.5,2,117.5,0.0,0.0,0.0
Can Peguera,2017-10-01,50.0,1,3.0,1.0,0.0,0.0
Can Peguera,2018-01-01,26.0,1,202.0,0.0,0.0,0.0
Can Peguera,2018-07-01,26.5,2,128.0,0.0,0.0,0.0
Can Peguera,2018-10-01,30.0,1,119.0,0.0,0.0,0.0
Can Peguera,2019-07-01,15.0,1,178.0,0.0,0.0,0.0
Can Peguera,2019-10-01,25.0,2,272.0,0.0,0.0,0.0
Can Peguera,2020-01-01,46.5,2,365.0,0.0,0.0,0.0
Can Peguera,2020-04-01,46.5,2,363.0,0.0,0.0,0.0
Can Peguera,2020-07-01,46.5,2,363.0,0.0,0.0,0.0
Can Peguera,2020-10-01,37.666666666666664,3,364.6666666666667,0.0,0.0,0.0
Can Peguera,2021-01-01,31.25,8,364.75,0.0,0.0,0.0
Canyelles,2015-04-01,36.25,8,313.75,0.375,0.0,0.0
Canyelles,2015-07-01,36.25,8,322.875,0.375,0.0,0.0
Canyelles,2015-10-01,43.75,4,344.0,0.75,0.5,0.0
Canyelles,2016-01-01,42.2,5,320.8,0.6,0.0,0.0
Canyelles,2016-10-01,28.0,7,358.85714285714283,0.2857142857142857,0.0,0.0
Canyelles,2017-01-01,29.333333333333332,6,337.5,0.16666666666666666,0.0,0.0
Canyelles,2017-04-01,39.8,5,342.4,0.2,0.0,0.0
Canyelles,2017-07-01,35.42857142857143,7,302.85714285714283,0.14285714285714285,0.0,0.0
Canyelles,2017-10-01,37.6,5,261.6,0.2,0.0,0.0
Canyelles,2018-01-01,36.0,5,277.4,0.2,0.0,0.0
Canyelles,2018-04-01,33.666666666666664,6,201.33333333333334,0.16666666666666666,0.0,0.0
Canyelles,2018-07-01,53.5,8,169.625,0.25,0.0,0.0
Canyelles,2018-10-01,37.875,8,207.625,0.125,0.0,0.0
Canyelles,2019-01-01,48.333333333333336,3,249.33333333333334,0.3333333333333333,0.0,0.0
Canyelles,2019-04-01,64.0,4,272.0,0.25,0.0,0.0
Canyelles,2019-07-01,46.333333333333336,3,195.33333333333334,0.3333333333333333,0.0,0.0
Canyelles,2019-10-01,43.5,4,151.25,0.25,0.0,0.0
Canyelles,2020-01-01,41.75,4,184.25,0.25,0.0,0.0
Canyelles,2020-04-01,50.333333333333336,3,178.33333333333334,0.3333333333333333,0.0,0.0
Canyelles,2020-07-01,50.333333333333336,3,161.0,0.3333333333333333,0.0,0.0
Canyelles,2020-10-01,32.5,2,206.0,0.0,0.0,0.0
Canyelles,2021-01-01,32.5,4,106.25,0.0,0.0,0.0
Ciutat Meridiana,2015-04-01,15.666666666666666,3,299.0,0.0,0.0,0.0
Ciutat Meridiana,2015-07-01,26.2,5,306.2,0.2,0.0,0.0
Ciutat Meridiana,2015-10-01,24.333333333333332,6,296.6666666666667,0.16666666666666666,0.0,0.0
Ciutat Meridiana,2016-01-01,19.428571428571427,7,326.2857142857143,0.14285714285714285,0.0,0.0
Ciutat Meridiana,2016-10-01,24.545454545454547,11,262.1818181818182,0.0,0.0,0.0
Ciutat Meridiana,2017-01-01,24.4,10,239.0,0.0,0.0,0.0
Ciutat Meridiana,2017-04-01,24.8,10,223.9,0.0,0.0,0.0
Ciutat Meridiana,2017-07-01,50.63636363636363,11,177.72727272727272,0.0,0.0,0.0
Ciutat Meridiana,2017-10-01,34.38461538461539,13,220.07692307692307,0.07692307692307693,0.0,0.0
Ciutat Meridiana,2018-01-01,32.0,7,259.7142857142857,0.0,0.0,0.0
Ciutat Meridiana,2018-04-01,30.125,8,224.875,0.0,0.0,0.0
Ciutat Meridiana,2018-07-01,26.833333333333332,12,280.75,0.0,0.0,0.0
Ciutat Meridiana,2018-10-01,26.153846153846153,13,265.2307692307692,0.0,0.0,0.0
Ciutat Meridiana,2019-01-01,29.875,8,304.0,0.0,0.0,0.0
Ciutat Meridiana,2019-04-01,26.181818181818183,11,245.27272727272728,0.0,0.0,0.0
Ciutat Meridiana,2019-07-01,31.3,10,275.2,0.0,0.0,0.0
Ciutat Meridiana,2019-10-01,31.875,8,200.125,0.0,0.0,0.0
Ciutat Meridiana,2020-01-01,35.833333333333336,6,268.1666666666667,0.0,0.0,0.0
Ciutat Meridiana,2020-04-01,33.142857142857146,7,271.14285714285717,0.0,0.0,0.0
Ciutat Meridiana,2020-07-01,45.333333333333336,6,333.6666666666667,0.3333333333333333,0.0,0.0
Ciutat Meridiana,2020-10-01,42.57142857142857,7,259.42857142857144,0.2857142857142857,0.0,0.0
Ciutat Meridiana,2021-01-01,40.57142857142857,14,180.35714285714286,0.2857142857142857,0.0,0.0
Diagonal Mar i el Front Marítim del Poblenou,2015-04-01,183.89423076923077,104,266.78846153846155,0.7788461538461539,0.25,0.0
Diagonal Mar i el Front Marítim del Poblenou,2015-07-01,193.85714285714286,140,269.01428571428573,0.7714285714285715,0.30714285714285716,0.0
Diagonal Mar i el Front Marítim del Poblenou,2015-10-01,191.5,136,295.0735294117647,0.7279411764705882,0.25735294117647056,0.0
Diagonal Mar i el Front Marítim del Poblenou,2016-01-01,194.5253164556962,158,288.3987341772152,0.7088607594936709,0.24050632911392406,0.0
Diagonal Mar i el Front Marítim del Poblenou,2016-10-01,223.5897435897436,156,253.87179487179486,0.7435897435897436,0.28205128205128205,0.0
Diagonal Mar i el Front Marítim del Poblenou,2017-01-01,212.86754966887418,151,245.2251655629139,0.7814569536423841,0.2980132450331126,0.0
Diagonal Mar i el Front Marítim del Poblenou,2017-04-01,215.85526315789474,152,236.58552631578948,0.756578947368421,0.29605263157894735,0.14473684210526316
Diagonal Mar i el Front Marítim del Poblenou,2017-07-01,254.41549295774647,142,221.59859154929578,0.7887323943661971,0.2535211267605634,0.007042253521126761
Diagonal Mar i el Front Marítim del Poblenou,2017-10-01,323.0253164556962,158,254.90506329113924,0.7848101265822784,0.3924050632911392,0.1518987341772152
Diagonal Mar i el Front Marítim del Poblenou,2018-01-01,256.7305389221557,167,255.61676646706587,0.718562874251497,0.3413173652694611,0.1317365269461078
Diagonal Mar i el Front Marítim del Poblenou,2018-04-01,248.2,185,226.17297297297299,0.6594594594594595,0.3621621621621622,0.12972972972972974
Diagonal Mar i el Front Marítim del Poblenou,2018-07-01,261.4076086956522,184,229.35326086956522,0.6521739130434783,0.33152173913043476,0.14130434782608695
Diagonal Mar i el Front Marítim del Poblenou,2018-10-01,300.5416666666667,192,234.41666666666666,0.640625,0.3802083333333333,0.11979166666666667
Diagonal Mar i el Front Marítim del Poblenou,2019-01-01,247.74479166666666,192,237.66145833333334,0.6354166666666666,0.359375,0.11458333333333333
Diagonal Mar i el Front Marítim del Poblenou,2019-04-01,249.31770833333334,192,220.16666666666666,0.6510416666666666,0.359375,0.010416666666666666
Diagonal Mar i el Front Marítim del Poblenou,2019-07-01,230.9264705882353,204,205.23529411764707,0.6127450980392157,0.37254901960784315,0.0196078431372549
Diagonal Mar i el Front Marítim del Poblenou,2019-10-01,243.87254901960785,204,206.75980392156862,0.6666666666666666,0.3480392156862745,0.049019607843137254
Diagonal Mar i el Front Marítim del Poblenou,2020-01-01,268.9398907103825,183,188.2295081967213,0.6557377049180327,0.3114754098360656,0.06557377049180328
Diagonal Mar i el Front Marítim del Poblenou,2020-04-01,257.3333333333333,198,192.8030303030303,0.6919191919191919,0.3686868686868687,0.050505050505050504
Diagonal Mar i el Front Marítim del Poblenou,2020-07-01,294.2032085561497,187,173.05882352941177,0.7058823529411765,0.3422459893048128,0.0748663101604278
Diagonal Mar i el Front Marítim del Poblenou,2020-10-01,195.19672131147541,183,137.39344262295083,0.7213114754098361,0.34972677595628415,0.07650273224043716
Diagonal Mar i el Front Marítim del Poblenou,2021-01-01,198.7535816618911,349,155.89111747851004,0.7220630372492837,0.32664756446991405,0.011461318051575931
Horta,2015-04-01,51.214285714285715,28,312.75,0.14285714285714285,0.0,0.0
Horta,2015-07-01,43.65714285714286,35,302.14285714285717,0.2,0.0,0.0
Horta,2015-10-01,43.34375,32,317.0625,0.25,0.0,0.0
Horta,2016-01-01,47.05555555555556,36,328.25,0.25,0.027777777777777776,0.0
Horta,2016-10-01,91.0,48,310.2291666666667,0.2708333333333333,0.020833333333333332,0.0
Horta,2017-01-01,90.96078431372548,51,290.5098039215686,0.27450980392156865,0.0196078431372549,0.0
Horta,2017-04-01,103.0,47,241.87234042553192,0.3404255319148936,0.02127659574468085,0.0
Horta,2017-07-01,106.19565217391305,46,237.7608695652174,0.21739130434782608,0.0,0.0
Horta,2017-10-01,89.6829268292683,41,251.41463414634146,0.17073170731707318,0.0,0.0
Horta,2018-01-01,90.35,40,252.425,0.2,0.0,0.0
Horta,2018-04-01,44.30232558139535,43,203.95348837209303,0.13953488372093023,0.0,0.0
Horta,2018-07-01,52.76,50,202.58,0.16,0.0,0.0
Horta,2018-10-01,36.30232558139535,43,219.8372093023256,0.11627906976744186,0.023255813953488372,0.0
Horta,2019-01-01,36.67567567567568,37,213.27027027027026,0.16216216216216217,0.02702702702702703,0.0
Horta,2019-04-01,37.717948717948715,39,193.35897435897436,0.1794871794871795,0.05128205128205128,0.0
Horta,2019-07-01,39.26190476190476,42,172.14285714285714,0.09523809523809523,0.047619047619047616,0.0
Horta,2019-10-01,42.53658536585366,41,186.58536585365854,0.14634146341463414,0.04878048780487805,0.0
Horta,2020-01-01,39.95348837209303,43,200.02325581395348,0.13953488372093023,0.023255813953488372,0.0
Horta,2020-04-01,43.13333333333333,45,172.2,0.15555555555555556,0.022222222222222223,0.0
Horta,2020-07-01,44.095238095238095,42,185.57142857142858,0.16666666666666666,0.047619047619047616,0.0
Horta,2020-10-01,38.36585365853659,41,196.14634146341464,0.17073170731707318,0.04878048780487805,0.0
Horta,2021-01-01,37.71052631578947,76,194.3421052631579,0.19736842105263158,0.05263157894736842,0.0
Hostafrancs,2015-04-01,93.11111111111111,108,268.22222222222223,0.6481481481481481,0.25,0.009259259259259259
Hostafrancs,2015-07-01,88.3206106870229,131,262.90076335877865,0.5801526717557252,0.24427480916030533,0.007633587786259542
Hostafrancs,2015-10-01,73.41176470588235,136,280.95588235294116,0.5073529411764706,0.08823529411764706,0.0
Hostafrancs,2016-01-01,66.87012987012987,154,272.512987012987,0.525974025974026,0.08441558441558442,0.0
Hostafrancs,2016-10-01,79.3963133640553,217,218.19354838709677,0.5391705069124424,0.15207373271889402,0.04608294930875576
Hostafrancs,2017-01-01,78.09704641350211,237,210.46835443037975,0.5274261603375527,0.1729957805907173,0.046413502109704644
Hostafrancs,2017-04-01,84.7457627118644,236,173.1228813559322,0.538135593220339,0.13983050847457626,0.038135593220338986
Hostafrancs,2017-07-01,83.64601769911505,226,166.63274336283186,0.5309734513274337,0.11946902654867257,0.017699115044247787
Hostafrancs,2017-10-01,83.40079365079364,252,182.97619047619048,0.43253968253968256,0.11507936507936507,0.0
Hostafrancs,2018-01-01,80.37451737451738,259,186.98069498069498,0.49034749034749037,0.16988416988416988,0.03088803088803089
Hostafrancs,2018-04-01,84.27586206896552,261,170.55555555555554,0.4559386973180077,0.1724137931034483,0.038314176245210725
Hostafrancs,2018-07-01,95.32793522267207,247,170.251012145749,0.43724696356275305,0.22267206477732793,0.05668016194331984
Hostafrancs,2018-10-01,111.61960784313726,255,175.478431372549,0.4745098039215686,0.2549019607843137,0.050980392156862744
Hostafrancs,2019-01-01,99.53149606299213,254,192.81496062992127,0.5433070866141733,0.30708661417322836,0.11023622047244094
Hostafrancs,2019-04-01,119.71375464684014,269,174.19330855018586,0.5650557620817844,0.32342007434944237,0.15613382899628253
Hostafrancs,2019-07-01,115.94604316546763,278,187.92805755395685,0.5503597122302158,0.3237410071942446,0.15467625899280577
Hostafrancs,2019-10-01,162.8655172413793,290,181.59655172413792,0.4862068965517241,0.296551724137931,0.12413793103448276
Hostafrancs,2020-01-01,212.7128712871287,303,198.4983498349835,0.5214521452145214,0.31683168316831684,0.13861386138613863
Hostafrancs,2020-04-01,140.6184210526316,304,198.51315789473685,0.4901315789473684,0.3092105263157895,0.14802631578947367
Hostafrancs,2020-07-01,108.72459016393442,305,186.41967213114754,0.521311475409836,0.2786885245901639,0.1540983606557377
Hostafrancs,2020-10-01,72.0431654676259,278,188.84892086330936,0.4352517985611511,0.22661870503597123,0.12589928057553956
Hostafrancs,2021-01-01,76.1624266144814,511,181.35225048923678,0.42857142857142855,0.22700587084148727,0.09980430528375733
Montbau,2015-04-01,46.57142857142857,7,309.2857142857143,0.42857142857142855,0.0,0.0
Montbau,2015-07-01,46.0,6,306.3333333333333,0.3333333333333333,0.0,0.0
Montbau,2015-10-01,50.2,10,286.4,0.3,0.0,0.0
Montbau,2016-01-01,43.4,10,297.6,0.1,0.0,0.0
Montbau,2016-10-01,39.72727272727273,11,177.36363636363637,0.18181818181818182,0.09090909090909091,0.0
Montbau,2017-01-01,38.81818181818182,11,169.72727272727272,0.18181818181818182,0.09090909090909091,0.0
Montbau,2017-04-01,51.5,10,166.0,0.3,0.0,0.0
Montbau,2017-07-01,40.76923076923077,13,204.53846153846155,0.15384615384615385,0.0,0.0
Montbau,2017-10-01,28.272727272727273,11,145.27272727272728,0.09090909090909091,0.0,0.0
Montbau,2018-01-01,25.846153846153847,13,151.30769230769232,0.07692307692307693,0.0,0.0
Montbau,2018-04-01,31.714285714285715,14,113.85714285714286,0.14285714285714285,0.0,0.0
Montbau,2018-07-01,31.066666666666666,15,117.8,0.0,0.0,0.0
Montbau,2018-10-01,28.571428571428573,14,92.0,0.0,0.0,0.0
Montbau,2019-01-01,26.533333333333335,15,117.06666666666666,0.06666666666666667,0.0,0.0
Montbau,2019-04-01,31.8,15,135.13333333333333,0.06666666666666667,0.0,0.0
Montbau,2019-07-01,33.26315789473684,19,154.89473684210526,0.10526315789473684,0.05263157894736842,0.0
Montbau,2019-10-01,28.272727272727273,22,157.3181818181818,0.13636363636363635,0.0,0.0
Montbau,2020-01-01,28.541666666666668,24,142.20833333333334,0.125,0.0,0.0
Montbau,2020-04-01,29.61904761904762,21,146.57142857142858,0.09523809523809523,0.0,0.0
Montbau,2020-07-01,30.85,20,192.6,0.05,0.0,0.0
Montbau,2020-10-01,30.61904761904762,21,143.04761904761904,0.047619047619047616,0.0,0.0
Montbau,2021-01-01,29.782608695652176,46,143.97826086956522,0.08695652173913043,0.0,0.0
Navas,2015-04-01,67.95652173913044,46,284.7391304347826,0.391304347826087,0.06521739130434782,0.0
Navas,2015-07-01,54.08771929824562,57,284.05263157894734,0.45614035087719296,0.14035087719298245,0.0
Navas,2015-10-01,54.96296296296296,54,296.9259259259259,0.48148148148148145,0.1111111111111111,0.0
Navas,2016-01-01,53.370370370370374,54,290.74074074074076,0.4074074074074074,0.12962962962962962,0.0
Navas,2016-10-01,51.32608695652174,92,239.94565217391303,0.29347826086956524,0.13043478260869565,0.0
Navas,2017-01-01,53.714285714285715,84,224.82142857142858,0.32142857142857145,0.14285714285714285,0.0
Navas,2017-04-01,57.067567567567565,74,185.1891891891892,0.32432432432432434,0.14864864864864866,0.0
Navas,2017-07-01,50.50588235294118,85,191.0705882352941,0.23529411764705882,0.07058823529411765,0.0
Navas,2017-10-01,50.291666666666664,96,197.83333333333334,0.23958333333333334,0.08333333333333333,0.0
Navas,2018-01-01,51.244680851063826,94,175.2659574468085,0.2553191489361702,0.05319148936170213,0.0
Navas,2018-04-01,55.891304347826086,92,172.3586956521739,0.25,0.05434782608695652,0.0
Navas,2018-07-01,48.44705882352941,85,165.18823529411765,0.16470588235294117,0.08235294117647059,0.0
Navas,2018-10-01,39.98780487804878,82,173.609756097561,0.2073170731707317,0.10975609756097561,0.0
Navas,2019-01-01,39.7037037037037,81,150.8395061728395,0.20987654320987653,0.1111111111111111,0.0
Navas,2019-04-01,39.59493670886076,79,136.59493670886076,0.17721518987341772,0.12658227848101267,0.0
Navas,2019-07-01,45.21875,96,158.46875,0.21875,0.11458333333333333,0.020833333333333332
Navas,2019-10-01,45.46938775510204,98,165.37755102040816,0.22448979591836735,0.12244897959183673,0.02040816326530612
Navas,2020-01-01,42.125,88,173.86363636363637,0.20454545454545456,0.13636363636363635,0.022727272727272728
Navas,2020-04-01,43.32967032967033,91,176.32967032967034,0.24175824175824176,0.14285714285714285,0.02197802197802198
Navas,2020-07-01,41.325581395348834,86,175.8139534883721,0.23255813953488372,0.13953488372093023,0.023255813953488372
Navas,2020-10-01,45.883116883116884,77,126.22077922077922,0.23376623376623376,0.14285714285714285,0.05194805194805195
Navas,2021-01-01,41.02054794520548,146,155.513698630137,0.23972602739726026,0.1095890410958904,0.0547945205479452
Pedralbes,2015-04-01,77.875,16,294.75,0.6875,0.0625,0.0
Pedralbes,2015-07-01,89.13333333333334,15,268.93333333333334,0.6666666666666666,0.06666666666666667,0.0
Pedralbes,2015-10-01,95.64285714285714,14,259.0,0.5714285714285714,0.0,0.0
Pedralbes,2016-01-01,70.25,20,267.5,0.45,0.0,0.0
Pedralbes,2016-10-01,121.44736842105263,38,231.39473684210526,0.47368421052631576,0.02631578947368421,0.0
Pedralbes,2017-01-01,112.5,34,236.11764705882354,0.4411764705882353,0.029411764705882353,0.0
Pedralbes,2017-04-01,177.9142857142857,35,199.62857142857143,0.34285714285714286,0.0,0.0
Pedralbes,2017-07-01,167.88888888888889,36,202.38888888888889,0.2777777777777778,0.0,0.0
Pedralbes,2017-10-01,118.88888888888889,27,246.1851851851852,0.18518518518518517,0.0,0.0
Pedralbes,2018-01-01,118.18181818181819,33,203.12121212121212,0.2727272727272727,0.0,0.0
Pedralbes,2018-04-01,110.88571428571429,35,193.88571428571427,0.2857142857142857,0.0,0.0
Pedralbes,2018-07-01,109.44444444444444,27,179.44444444444446,0.2962962962962963,0.0,0.0
Pedralbes,2018-10-01,98.23809523809524,21,170.1904761904762,0.19047619047619047,0.047619047619047616,0.0
Pedralbes,2019-01-01,114.52941176470588,17,145.1764705882353,0.23529411764705882,0.11764705882352941,0.0
Pedralbes,2019-04-01,94.61904761904762,21,185.71428571428572,0.2857142857142857,0.09523809523809523,0.0
Pedralbes,2019-07-01,100.52,25,140.36,0.32,0.08,0.0
Pedralbes,2019-10-01,77.73913043478261,23,169.3913043478261,0.2608695652173913,0.08695652173913043,0.0
Pedralbes,2020-01-01,83.3913043478261,23,163.08695652173913,0.2608695652173913,0.13043478260869565,0.0
Pedralbes,2020-04-01,116.84,25,176.4,0.28,0.16,0.04
Pedralbes,2020-07-01,117.81481481481481,27,158.2962962962963,0.3333333333333333,0.1111111111111111,0.037037037037037035
Pedralbes,2020-10-01,88.37931034482759,29,166.20689655172413,0.3103448275862069,0.10344827586206896,0.034482758620689655
Pedralbes,2021-01-01,81.63461538461539,52,155.51923076923077,0.23076923076923078,0.07692307692307693,0.0
Porta,2015-04-01,29.5,18,244.27777777777777,0.2777777777777778,0.05555555555555555,0.0
Porta,2015-07-01,33.214285714285715,28,289.82142857142856,0.10714285714285714,0.03571428571428571,0.0
Porta,2015-10-01,34.57692307692308,26,312.61538461538464,0.11538461538461539,0.0,0.0
Porta,2016-01-01,30.243243243243242,37,319.86486486486484,0.05405405405405406,0.0,0.0
Porta,2016-10-01,34.77272727272727,44,239.11363636363637,0.20454545454545456,0.0,0.0
Porta,2017-01-01,34.25,44,205.36363636363637,0.20454545454545456,0.0,0.0
Porta,2017-04-01,33.6,45,191.86666666666667,0.17777777777777778,0.0,0.0
Porta,2017-07-01,37.4375,48,180.79166666666666,0.14583333333333334,0.0,0.0
Porta,2017-10-01,49.372549019607845,51,196.50980392156862,0.058823529411764705,0.0,0.0
Porta,2018-01-01,31.608695652173914,46,225.19565217391303,0.08695652173913043,0.0,0.0
Porta,2018-04-01,34.04255319148936,47,185.0212765957447,0.1276595744680851,0.0,0.0
Porta,2018-07-01,35.583333333333336,36,174.08333333333334,0.027777777777777776,0.0,0.0
Porta,2018-10-01,36.07142857142857,42,181.1904761904762,0.07142857142857142,0.047619047619047616,0.0
Porta,2019-01-01,33.0,42,199.73809523809524,0.07142857142857142,0.047619047619047616,0.0
Porta,2019-04-01,33.8235294117647,34,161.1764705882353,0.058823529411764705,0.029411764705882353,0.0
Porta,2019-07-01,41.43589743589744,39,186.76923076923077,0.15384615384615385,0.02564102564102564,0.0
Porta,2019-10-01,50.955555555555556,45,189.3111111111111,0.2222222222222222,0.1111111111111111,0.08888888888888889
Porta,2020-01-01,69.51851851851852,54,172.5,0.16666666666666666,0.09259259259259259,0.09259259259259259
Porta,2020-04-01,68.9622641509434,53,140.67924528301887,0.18867924528301888,0.09433962264150944,0.09433962264150944
Porta,2020-07-01,111.50909090909092,55,156.27272727272728,0.2,0.12727272727272726,0.12727272727272726
Porta,2020-10-01,34.836363636363636,55,171.38181818181818,0.16363636363636364,0.16363636363636364,0.16363636363636364
Porta,2021-01-01,31.610526315789475,95,165.8,0.08421052631578947,0.0,0.0
Provençals del Poblenou,2015-04-01,74.20338983050847,59,282.40677966101697,0.5254237288135594,0.05084745762711865,0.01694915254237288
Provençals del Poblenou,2015-07-01,76.1891891891892,74,279.2162162162162,0.5405405405405406,0.04054054054054054,0.0
Provençals del Poblenou,2015-10-01,93.225,80,291.9625,0.5125,0.025,0.0125
Provençals del Poblenou,2016-01-01,67.28888888888889,90,268.0888888888889,0.4777777777777778,0.03333333333333333,0.011111111111111112
Provençals del Poblenou,2016-10-01,67.53846153846153,91,211.4065934065934,0.4065934065934066,0.04395604395604396,0.01098901098901099
Provençals del Poblenou,2017-01-01,68.08791208791209,91,223.4945054945055,0.45054945054945056,0.054945054945054944,0.02197802197802198
Provençals del Poblenou,2017-04-01,72.21052631578948,95,183.49473684210525,0.37894736842105264,0.06315789473684211,0.031578947368421054
Provençals del Poblenou,2017-07-01,66.72380952380952,105,186.97142857142856,0.3904761904761905,0.05714285714285714,0.0380952380952381
Provençals del Poblenou,2017-10-01,65.73831775700934,107,210.5981308411215,0.2897196261682243,0.037383177570093455,0.018691588785046728
Provençals del Poblenou,2018-01-01,68.5754716981132,106,199.38679245283018,0.27358490566037735,0.02830188679245283,0.02830188679245283
Provençals del Poblenou,2018-04-01,67.64077669902913,103,169.38834951456312,0.3106796116504854,0.038834951456310676,0.02912621359223301
Provençals del Poblenou,2018-07-01,69.625,112,195.28571428571428,0.2857142857142857,0.07142857142857142,0.03571428571428571
Provençals del Poblenou,2018-10-01,68.60576923076923,104,190.93269230769232,0.3269230769230769,0.0673076923076923,0.038461538461538464
Provençals del Poblenou,2019-01-01,62.515151515151516,99,176.1818181818182,0.3333333333333333,0.06060606060606061,0.04040404040404041
Provençals del Poblenou,2019-04-01,65.88659793814433,97,159.96907216494844,0.32989690721649484,0.061855670103092786,0.030927835051546393
Provençals del Poblenou,2019-07-01,71.01754385964912,114,149.67543859649123,0.3157894736842105,0.07017543859649122,0.03508771929824561
Provençals del Poblenou,2019-10-01,67.71666666666667,120,159.60833333333332,0.2833333333333333,0.075,0.03333333333333333
Provençals del Poblenou,2020-01-01,65.91150442477876,113,166.68141592920355,0.3185840707964602,0.07964601769911504,0.035398230088495575
Provençals del Poblenou,2020-04-01,66.63636363636364,110,156.6727272727273,0.3090909090909091,0.07272727272727272,0.01818181818181818
Provençals del Poblenou,2020-07-01,71.5137614678899,109,151.77064220183487,0.3211009174311927,0.05504587155963303,0.027522935779816515
Provençals del Poblenou,2020-10-01,75.59223300970874,103,146.32038834951456,0.33980582524271846,0.07766990291262135,0.019417475728155338
Provençals del Poblenou,2021-01-01,77.51184834123222,211,172.18483412322274,0.33649289099526064,0.06635071090047394,0.02843601895734597
