year,district_code,district_name,neighbourhood_code,neighbourhood_name,From 6 months to 12 motnhs,Over 12 months,Up to 6 months
2020,7,Horta-Guinardó,35,el Guinardó,5196,7423,9587
2020,7,Horta-Guinardó,36,la Font d'en Fargues,1625,2395,2809
2020,7,Horta-Guinardó,37,el Carmel,5555,8170,9600
2020,7,Horta-Guinardó,38,la Teixonera,1690,2568,3057
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,1024,1566,1878
2020,7,Horta-Guinardó,40,Montbau,741,1134,1357
2020,7,Horta-Guinardó,41,la Vall d'Hebron,790,1208,1445
2020,7,Horta-Guinardó,42,la Clota,54,84,102
2020,7,Horta-Guinardó,43,Horta,4585,7002,7998
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4235,6612,7475
2020,8,Nou Barris,45,Porta,4134,6513,7330
2020,8,Nou Barris,46,el Turó de la Peira,2639,4099,4633
2020,8,Nou Barris,47,Can Peguera,366,575,636
2020,8,Nou Barris,48,la Guineueta,2933,4741,4951
2020,8,Nou Barris,49,Canyelles,1430,2313,2414
2020,8,Nou Barris,50,les Roquetes,3104,5016,5237
2020,8,Nou Barris,51,Verdun,2378,3844,4013
2020,8,Nou Barris,52,la Prosperitat,4643,7317,8233
2020,8,Nou Barris,53,la Trinitat Nova,2153,3338,3564
2020,8,Nou Barris,54,Torre Baró,598,919,988
2020,8,Nou Barris,55,Ciutat Meridiana,3120,4813,5155
2020,8,Nou Barris,56,Vallbona,362,559,598
2020,9,Sant Andreu,57,la Trinitat Vella,2890,4462,4777
2020,9,Sant Andreu,58,Baró de Viver,369,636,645
2020,9,Sant Andreu,59,el Bon Pastor,2104,3615,3665
2020,9,Sant Andreu,60,Sant Andreu,8511,14633,14841
2020,9,Sant Andreu,61,la Sagrera,4079,6375,7434
2020,9,Sant Andreu,62,el Congrés i els Indians,1988,3104,3619
2020,9,Sant Andreu,63,Navas,3060,4729,5598
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,5935,9139,10798
2020,10,Sant Martí,65,el Clot,4027,6555,7047
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,1981,3258,3361
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,1409,2122,2356
2020,10,Sant Martí,68,el Poblenou,4798,7318,8034
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2139,3397,3657
2020,10,Sant Martí,70,el Besòs i el Maresme,4858,7779,8315
2020,10,Sant Martí,71,Provençals del Poblenou,3114,5281,5322
2020,10,Sant Martí,72,Sant Martí de Provençals,4210,7347,7204
2020,10,Sant Martí,73,la Verneda i la Pau,4754,8311,8135
2020,99,No consta,99,No consta,428,141,1577
