year,district_code,district_name,neighbourhood_code,neighbourhood_name,1 Spanish,1 foreigner,2 Spanish,2 foreigners,3 Spanish,3 foreigners,4 espanyols o més,more than 4 foreigners,no Spanish,no foreigner
2017,10,Sant Martí,68,el Poblenou,4139.0,1568.0,3370.0,621.0,2321.0,364.0,2327.0,415.0,,
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1577.0,602.0,1352.0,262.0,935.0,161.0,944.0,196.0,,
2017,10,Sant Martí,70,el Besòs i el Maresme,2401.0,624.0,2274.0,366.0,1398.0,266.0,1233.0,613.0,,
2017,10,Sant Martí,71,Provençals del Poblenou,2213.0,618.0,2276.0,256.0,1646.0,167.0,1416.0,250.0,,
2017,10,Sant Martí,72,Sant Martí de Provençals,3189.0,627.0,3190.0,278.0,1981.0,164.0,1705.0,273.0,,
2017,10,Sant Martí,73,la Verneda i la Pau,3093.0,589.0,3651.0,268.0,2231.0,174.0,1935.0,316.0,,
2018,1,Ciutat Vella,1,el Raval,5895.0,3532.0,3087.0,1915.0,1525.0,1157.0,1408.0,2217.0,,
2018,1,Ciutat Vella,2,el Barri Gòtic,2312.0,1603.0,1152.0,809.0,502.0,413.0,407.0,472.0,,
2018,1,Ciutat Vella,3,la Barceloneta,2361.0,1529.0,1373.0,764.0,661.0,291.0,539.0,275.0,,
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",3791.0,2432.0,1822.0,1262.0,850.0,508.0,662.0,510.0,,
2018,2,Eixample,5,el Fort Pienc,4215.0,1535.0,3268.0,613.0,2068.0,419.0,1699.0,526.0,,
2018,2,Eixample,6,la Sagrada Família,7551.0,2485.0,5885.0,1151.0,3366.0,585.0,2704.0,787.0,,
2018,2,Eixample,7,la Dreta de l'Eixample,6312.0,2907.0,4232.0,1078.0,2499.0,536.0,2612.0,619.0,,
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6519.0,2644.0,4450.0,1003.0,2482.0,505.0,2373.0,544.0,,
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,8507.0,2776.0,6599.0,1178.0,3744.0,581.0,3340.0,759.0,,
2018,2,Eixample,10,Sant Antoni,5901.0,2055.0,4270.0,894.0,2393.0,459.0,1905.0,599.0,,
2018,3,Sants-Montjuïc,11,el Poble Sec,5543.0,2446.0,3882.0,1252.0,2145.0,610.0,1657.0,997.0,,
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,176.0,27.0,109.0,7.0,71.0,5.0,86.0,10.0,,
2018,3,Sants-Montjuïc,13,la Marina de Port,3409.0,871.0,3302.0,370.0,2287.0,276.0,2106.0,439.0,,
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,1454.0,475.0,1153.0,190.0,701.0,87.0,546.0,164.0,,
2018,3,Sants-Montjuïc,15,Hostafrancs,2256.0,824.0,1729.0,373.0,1006.0,202.0,812.0,286.0,,
2018,3,Sants-Montjuïc,16,la Bordeta,2285.0,583.0,2312.0,220.0,1482.0,153.0,1117.0,193.0,,
2018,3,Sants-Montjuïc,17,Sants - Badal,3187.0,976.0,2927.0,334.0,1701.0,256.0,1300.0,353.0,,
2018,3,Sants-Montjuïc,18,Sants,5931.0,1751.0,4695.0,655.0,2768.0,349.0,2299.0,498.0,,
2018,4,Les Corts,19,les Corts,5940.0,1600.0,5412.0,493.0,3284.0,289.0,3190.0,355.0,,
2018,4,Les Corts,20,la Maternitat i Sant Ramon,2846.0,772.0,2794.0,269.0,1799.0,164.0,1693.0,203.0,,
2018,4,Les Corts,21,Pedralbes,1108.0,433.0,984.0,148.0,678.0,103.0,990.0,208.0,,
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",381.0,212.0,356.0,60.0,317.0,29.0,406.0,56.0,,
2018,5,Sarrià-Sant Gervasi,23,Sarrià,2509.0,917.0,2094.0,218.0,1381.0,155.0,2220.0,260.0,,
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,1348.0,527.0,1296.0,120.0,872.0,56.0,1758.0,109.0,,
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2686.0,972.0,2201.0,222.0,1500.0,119.0,2362.0,178.0,,
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5965.0,2042.0,4494.0,619.0,2827.0,279.0,3955.0,395.0,,
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4148.0,1408.0,2926.0,435.0,1850.0,219.0,2249.0,220.0,,
2018,6,Gràcia,28,Vallcarca i els Penitents,2097.0,686.0,1728.0,224.0,1072.0,128.0,1070.0,148.0,,
2018,6,Gràcia,29,el Coll,1008.0,326.0,853.0,119.0,546.0,57.0,465.0,77.0,,
2018,6,Gràcia,30,la Salut,1776.0,527.0,1498.0,204.0,886.0,86.0,849.0,113.0,,
2018,6,Gràcia,31,la Vila de Gràcia,8704.0,3285.0,5437.0,1264.0,2964.0,596.0,2527.0,561.0,,
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5085.0,1464.0,4114.0,552.0,2464.0,277.0,2086.0,289.0,,
2018,7,Horta-Guinardó,33,el Baix Guinardó,3661.0,940.0,3053.0,410.0,1874.0,241.0,1493.0,237.0,,
2018,7,Horta-Guinardó,34,Can Baró,1271.0,380.0,1084.0,136.0,639.0,60.0,548.0,97.0,,
2018,7,Horta-Guinardó,35,el Guinardó,5153.0,1372.0,4403.0,579.0,2628.0,316.0,2208.0,384.0,,
2018,7,Horta-Guinardó,36,la Font d'en Fargues,971.0,221.0,1112.0,55.0,737.0,31.0,784.0,39.0,,
2018,7,Horta-Guinardó,37,el Carmel,3819.0,952.0,3790.0,458.0,2398.0,289.0,1957.0,397.0,,
2018,7,Horta-Guinardó,38,la Teixonera,1454.0,397.0,1437.0,160.0,893.0,105.0,701.0,126.0,,
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,928.0,243.0,908.0,101.0,500.0,53.0,409.0,75.0,,
2018,7,Horta-Guinardó,40,Montbau,758.0,130.0,656.0,62.0,325.0,39.0,282.0,51.0,,
2018,7,Horta-Guinardó,41,la Vall d'Hebron,699.0,101.0,725.0,50.0,453.0,35.0,385.0,46.0,,
2018,7,Horta-Guinardó,42,la Clota,82.0,19.0,76.0,9.0,63.0,5.0,35.0,4.0,,
2018,7,Horta-Guinardó,43,Horta,3236.0,614.0,3128.0,218.0,1984.0,135.0,1831.0,192.0,,
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3300.0,686.0,3158.0,305.0,1911.0,208.0,1573.0,310.0,,
2018,8,Nou Barris,45,Porta,3287.0,692.0,3168.0,324.0,1818.0,193.0,1351.0,331.0,,
2018,8,Nou Barris,46,el Turó de la Peira,2143.0,581.0,1780.0,254.0,938.0,211.0,828.0,316.0,,
2018,8,Nou Barris,47,Can Peguera,319.0,57.0,272.0,19.0,152.0,10.0,152.0,18.0,,
2018,8,Nou Barris,48,la Guineueta,1755.0,303.0,2001.0,96.0,1182.0,51.0,1098.0,108.0,,
2018,8,Nou Barris,49,Canyelles,719.0,87.0,934.0,37.0,580.0,16.0,529.0,20.0,,
2018,8,Nou Barris,50,les Roquetes,1686.0,478.0,1651.0,273.0,1046.0,194.0,958.0,336.0,,
2018,8,Nou Barris,51,Verdun,1729.0,395.0,1518.0,195.0,832.0,129.0,623.0,249.0,,
2018,8,Nou Barris,52,la Prosperitat,3299.0,631.0,3317.0,307.0,1962.0,231.0,1522.0,414.0,,
2018,8,Nou Barris,53,la Trinitat Nova,1003.0,239.0,781.0,114.0,465.0,71.0,413.0,162.0,,
2018,8,Nou Barris,54,Torre Baró,238.0,88.0,221.0,45.0,177.0,37.0,246.0,47.0,,
2018,8,Nou Barris,55,Ciutat Meridiana,952.0,356.0,1033.0,216.0,598.0,163.0,588.0,349.0,,
2018,8,Nou Barris,56,Vallbona,136.0,51.0,122.0,18.0,77.0,9.0,116.0,15.0,,
2018,9,Sant Andreu,57,la Trinitat Vella,938.0,387.0,904.0,203.0,596.0,140.0,588.0,304.0,,
2018,9,Sant Andreu,58,Baró de Viver,319.0,84.0,254.0,30.0,162.0,10.0,197.0,29.0,,
2018,9,Sant Andreu,59,el Bon Pastor,1167.0,284.0,1223.0,116.0,879.0,91.0,977.0,147.0,,
2018,9,Sant Andreu,60,Sant Andreu,6876.0,1347.0,7189.0,399.0,4804.0,241.0,4073.0,333.0,,
2018,9,Sant Andreu,61,la Sagrera,3537.0,823.0,3651.0,358.0,2208.0,236.0,1834.0,317.0,,
2018,9,Sant Andreu,62,el Congrés i els Indians,2007.0,432.0,1656.0,168.0,1043.0,105.0,881.0,169.0,,
2018,9,Sant Andreu,63,Navas,2778.0,704.0,2680.0,312.0,1624.0,171.0,1379.0,277.0,,
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,5569.0,1553.0,4526.0,767.0,2727.0,420.0,2078.0,457.0,,
2018,10,Sant Martí,65,el Clot,3096.0,927.0,2983.0,416.0,1989.0,242.0,1872.0,305.0,,
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2039.0,770.0,1637.0,319.0,1065.0,159.0,811.0,216.0,,
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,835.0,450.0,808.0,183.0,670.0,107.0,769.0,94.0,,
2018,10,Sant Martí,68,el Poblenou,4161.0,1673.0,3319.0,655.0,2292.0,364.0,2354.0,421.0,,
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1539.0,612.0,1303.0,265.0,947.0,163.0,928.0,211.0,,
2018,10,Sant Martí,70,el Besòs i el Maresme,2384.0,669.0,2243.0,394.0,1384.0,267.0,1233.0,641.0,,
2018,10,Sant Martí,71,Provençals del Poblenou,2279.0,654.0,2250.0,295.0,1618.0,181.0,1422.0,257.0,,
2018,10,Sant Martí,72,Sant Martí de Provençals,3224.0,619.0,3151.0,320.0,1972.0,166.0,1686.0,290.0,,
2018,10,Sant Martí,73,la Verneda i la Pau,3111.0,628.0,3645.0,267.0,2204.0,196.0,1891.0,365.0,,
2019,1,Ciutat Vella,1,el Raval,5858.0,3677.0,2996.0,2029.0,1463.0,1265.0,1366.0,2291.0,,
2019,1,Ciutat Vella,2,el Barri Gòtic,2271.0,1663.0,1131.0,849.0,495.0,426.0,383.0,573.0,,
2019,1,Ciutat Vella,3,la Barceloneta,2328.0,1556.0,1358.0,865.0,649.0,315.0,497.0,330.0,,
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",3722.0,2460.0,1774.0,1375.0,834.0,539.0,648.0,590.0,,
2019,2,Eixample,5,el Fort Pienc,4141.0,1588.0,3259.0,695.0,2044.0,395.0,1685.0,614.0,,
2019,2,Eixample,6,la Sagrada Família,7575.0,2660.0,5787.0,1210.0,3293.0,644.0,2641.0,874.0,,
2019,2,Eixample,7,la Dreta de l'Eixample,6241.0,2967.0,4199.0,1213.0,2468.0,604.0,2540.0,684.0,,
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6482.0,2788.0,4352.0,1096.0,2457.0,513.0,2304.0,638.0,,
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,8474.0,2954.0,6605.0,1236.0,3682.0,626.0,3272.0,858.0,,
2019,2,Eixample,10,Sant Antoni,5847.0,2110.0,4232.0,929.0,2290.0,484.0,1911.0,688.0,,
2019,3,Sants-Montjuïc,11,el Poble Sec,5589.0,2553.0,3788.0,1299.0,2048.0,716.0,1657.0,1085.0,,
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,174.0,28.0,114.0,10.0,65.0,4.0,88.0,12.0,,
2019,3,Sants-Montjuïc,13,la Marina de Port,3486.0,932.0,3284.0,435.0,2208.0,285.0,2093.0,497.0,,
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,1453.0,464.0,1159.0,211.0,673.0,135.0,529.0,171.0,,
2019,3,Sants-Montjuïc,15,Hostafrancs,2235.0,864.0,1756.0,413.0,972.0,204.0,800.0,321.0,,
2019,3,Sants-Montjuïc,16,la Bordeta,2359.0,660.0,2367.0,245.0,1474.0,162.0,1132.0,240.0,,
2019,3,Sants-Montjuïc,17,Sants - Badal,3220.0,978.0,2945.0,405.0,1656.0,265.0,1314.0,405.0,,
2019,3,Sants-Montjuïc,18,Sants,5955.0,1834.0,4655.0,728.0,2722.0,394.0,2259.0,544.0,,
2019,4,Les Corts,19,les Corts,6048.0,1723.0,5418.0,549.0,3237.0,306.0,3141.0,391.0,,
2019,4,Les Corts,20,la Maternitat i Sant Ramon,2875.0,805.0,2783.0,278.0,1734.0,188.0,1692.0,221.0,,
2019,4,Les Corts,21,Pedralbes,1090.0,436.0,996.0,166.0,689.0,111.0,960.0,200.0,,
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",381.0,223.0,367.0,70.0,296.0,35.0,415.0,58.0,,
2019,5,Sarrià-Sant Gervasi,23,Sarrià,2473.0,953.0,2037.0,233.0,1426.0,171.0,2171.0,283.0,,
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,1379.0,551.0,1284.0,121.0,861.0,65.0,1732.0,123.0,,
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2711.0,1019.0,2224.0,241.0,1489.0,159.0,2310.0,193.0,,
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5905.0,2173.0,4457.0,620.0,2826.0,322.0,3936.0,433.0,,
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4132.0,1482.0,2917.0,471.0,1842.0,240.0,2230.0,253.0,,
2019,6,Gràcia,28,Vallcarca i els Penitents,2139.0,696.0,1703.0,251.0,1066.0,146.0,1064.0,157.0,,
2019,6,Gràcia,29,el Coll,1024.0,337.0,840.0,127.0,556.0,71.0,449.0,87.0,,
2019,6,Gràcia,30,la Salut,1798.0,552.0,1483.0,205.0,884.0,87.0,841.0,148.0,,
2019,6,Gràcia,31,la Vila de Gràcia,8650.0,3448.0,5309.0,1393.0,2984.0,653.0,2511.0,603.0,,
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5104.0,1585.0,4058.0,572.0,2416.0,293.0,2066.0,340.0,,
2019,7,Horta-Guinardó,33,el Baix Guinardó,3599.0,996.0,3056.0,438.0,1844.0,247.0,1510.0,268.0,,
2019,7,Horta-Guinardó,34,Can Baró,1296.0,416.0,1091.0,143.0,632.0,88.0,535.0,114.0,,
2019,7,Horta-Guinardó,35,el Guinardó,5193.0,1459.0,4370.0,618.0,2580.0,337.0,2199.0,440.0,,
2019,7,Horta-Guinardó,36,la Font d'en Fargues,999.0,230.0,1102.0,60.0,745.0,28.0,777.0,49.0,,
2019,7,Horta-Guinardó,37,el Carmel,3858.0,998.0,3808.0,499.0,2323.0,331.0,1929.0,469.0,,
2019,7,Horta-Guinardó,38,la Teixonera,1486.0,408.0,1432.0,175.0,889.0,129.0,677.0,151.0,,
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,940.0,232.0,898.0,113.0,505.0,62.0,414.0,101.0,,
2019,7,Horta-Guinardó,40,Montbau,763.0,145.0,649.0,69.0,322.0,48.0,283.0,56.0,,
2019,7,Horta-Guinardó,41,la Vall d'Hebron,719.0,120.0,710.0,53.0,450.0,32.0,394.0,46.0,,
2019,7,Horta-Guinardó,42,la Clota,93.0,21.0,68.0,5.0,62.0,4.0,40.0,10.0,,
2019,7,Horta-Guinardó,43,Horta,3267.0,676.0,3128.0,246.0,1959.0,149.0,1810.0,223.0,,
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3338.0,709.0,3126.0,340.0,1899.0,200.0,1546.0,354.0,,
2019,8,Nou Barris,45,Porta,3297.0,722.0,3172.0,332.0,1818.0,256.0,1321.0,384.0,,
2019,8,Nou Barris,46,el Turó de la Peira,2171.0,584.0,1766.0,294.0,940.0,215.0,817.0,352.0,,
2019,8,Nou Barris,47,Can Peguera,328.0,53.0,268.0,22.0,165.0,18.0,139.0,20.0,,
2019,8,Nou Barris,48,la Guineueta,1778.0,298.0,2002.0,108.0,1164.0,77.0,1078.0,121.0,,
2019,8,Nou Barris,49,Canyelles,730.0,89.0,957.0,27.0,560.0,20.0,511.0,40.0,,
2019,8,Nou Barris,50,les Roquetes,1695.0,531.0,1655.0,253.0,1043.0,216.0,977.0,395.0,,
2019,8,Nou Barris,51,Verdun,1727.0,400.0,1495.0,208.0,808.0,157.0,616.0,273.0,,
2019,8,Nou Barris,52,la Prosperitat,3314.0,675.0,3300.0,358.0,1948.0,251.0,1532.0,426.0,,
2019,8,Nou Barris,53,la Trinitat Nova,996.0,225.0,776.0,129.0,462.0,87.0,429.0,184.0,,
2019,8,Nou Barris,54,Torre Baró,247.0,101.0,226.0,42.0,166.0,33.0,253.0,52.0,,
2019,8,Nou Barris,55,Ciutat Meridiana,969.0,374.0,1044.0,239.0,596.0,187.0,583.0,370.0,,
2019,8,Nou Barris,56,Vallbona,121.0,55.0,134.0,17.0,80.0,12.0,109.0,17.0,,
2019,9,Sant Andreu,57,la Trinitat Vella,960.0,405.0,881.0,219.0,600.0,171.0,585.0,336.0,,
2019,9,Sant Andreu,58,Baró de Viver,310.0,96.0,277.0,32.0,163.0,15.0,191.0,31.0,,
2019,9,Sant Andreu,59,el Bon Pastor,1203.0,293.0,1203.0,139.0,864.0,105.0,967.0,160.0,,
2019,9,Sant Andreu,60,Sant Andreu,6941.0,1408.0,7207.0,439.0,4764.0,257.0,4072.0,362.0,,
2019,9,Sant Andreu,61,la Sagrera,3594.0,908.0,3648.0,359.0,2206.0,240.0,1779.0,372.0,,
2019,9,Sant Andreu,62,el Congrés i els Indians,1971.0,486.0,1661.0,194.0,1060.0,117.0,883.0,196.0,,
2019,9,Sant Andreu,63,Navas,2815.0,729.0,2663.0,331.0,1628.0,192.0,1333.0,304.0,,
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,5550.0,1715.0,4542.0,810.0,2688.0,426.0,2047.0,549.0,,
2019,10,Sant Martí,65,el Clot,3144.0,982.0,2946.0,458.0,1978.0,242.0,1841.0,333.0,,
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2086.0,813.0,1635.0,360.0,1051.0,195.0,816.0,224.0,,
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,855.0,473.0,806.0,195.0,662.0,109.0,747.0,108.0,,
2019,10,Sant Martí,68,el Poblenou,4117.0,1763.0,3269.0,741.0,2263.0,370.0,2300.0,482.0,,
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1520.0,621.0,1290.0,281.0,914.0,160.0,932.0,222.0,,
2019,10,Sant Martí,70,el Besòs i el Maresme,2356.0,736.0,2283.0,411.0,1359.0,299.0,1208.0,720.0,,
2019,10,Sant Martí,71,Provençals del Poblenou,2278.0,723.0,2256.0,332.0,1631.0,205.0,1435.0,283.0,,
2019,10,Sant Martí,72,Sant Martí de Provençals,3319.0,686.0,3157.0,341.0,1905.0,186.0,1654.0,313.0,,
2019,10,Sant Martí,73,la Verneda i la Pau,3168.0,659.0,3612.0,285.0,2171.0,227.0,1861.0,386.0,,
2020,1,Ciutat Vella,1,el Raval,5893.0,3776.0,2883.0,2151.0,1445.0,1291.0,1309.0,2338.0,5854.0,7828.0
2020,1,Ciutat Vella,2,el Barri Gòtic,2234.0,1663.0,1116.0,945.0,447.0,455.0,382.0,538.0,2438.0,3016.0
2020,1,Ciutat Vella,3,la Barceloneta,2357.0,1620.0,1316.0,868.0,608.0,348.0,481.0,329.0,2232.0,3829.0
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",3653.0,2496.0,1739.0,1392.0,829.0,565.0,636.0,619.0,3351.0,5136.0
2020,2,Eixample,5,el Fort Pienc,4128.0,1637.0,3261.0,775.0,2030.0,445.0,1621.0,633.0,1799.0,9349.0
2020,2,Eixample,6,la Sagrada Família,7572.0,2673.0,5706.0,1294.0,3283.0,671.0,2564.0,993.0,2843.0,16337.0
2020,2,Eixample,7,la Dreta de l'Eixample,6166.0,3008.0,4165.0,1256.0,2447.0,647.0,2480.0,752.0,3258.0,12853.0
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6405.0,2794.0,4304.0,1207.0,2406.0,581.0,2245.0,666.0,2823.0,12935.0
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,8492.0,2936.0,6568.0,1261.0,3623.0,736.0,3181.0,901.0,2855.0,18885.0
2020,2,Eixample,10,Sant Antoni,5783.0,2187.0,4246.0,916.0,2269.0,563.0,1867.0,739.0,2136.0,11896.0
2020,3,Sants-Montjuïc,11,el Poble Sec,5478.0,2639.0,3742.0,1348.0,2055.0,810.0,1569.0,1073.0,3117.0,10091.0
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell,194.0,41.0,120.0,13.0,62.0,5.0,85.0,15.0,31.0,418.0
2020,3,Sants-Montjuïc,13,la Marina de Port,3533.0,991.0,3312.0,435.0,2224.0,309.0,2045.0,528.0,921.0,9772.0
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,1474.0,463.0,1173.0,210.0,652.0,143.0,515.0,176.0,455.0,3277.0
2020,3,Sants-Montjuïc,15,Hostafrancs,2224.0,934.0,1750.0,405.0,973.0,219.0,778.0,321.0,971.0,4817.0
2020,3,Sants-Montjuïc,16,la Bordeta,2367.0,672.0,2352.0,274.0,1454.0,170.0,1147.0,247.0,563.0,6520.0
2020,3,Sants-Montjuïc,17,Sants - Badal,3247.0,1009.0,2931.0,452.0,1676.0,270.0,1279.0,474.0,934.0,7862.0
2020,3,Sants-Montjuïc,18,Sants,6094.0,1865.0,4586.0,787.0,2703.0,416.0,2202.0,636.0,1634.0,13515.0
2020,4,Les Corts,19,les Corts,6017.0,1753.0,5371.0,566.0,3238.0,349.0,3096.0,441.0,1430.0,16043.0
2020,4,Les Corts,20,la Maternitat i Sant Ramon,2905.0,808.0,2773.0,304.0,1698.0,193.0,1658.0,254.0,671.0,8146.0
2020,4,Les Corts,21,Pedralbes,1093.0,462.0,1009.0,149.0,686.0,109.0,928.0,212.0,488.0,3272.0
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",381.0,221.0,356.0,62.0,295.0,40.0,418.0,58.0,163.0,1232.0
2020,5,Sarrià-Sant Gervasi,23,Sarrià,2446.0,961.0,1994.0,267.0,1479.0,187.0,2151.0,285.0,802.0,7172.0
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,1379.0,537.0,1289.0,127.0,859.0,66.0,1711.0,128.0,364.0,4744.0
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2716.0,1017.0,2214.0,261.0,1489.0,158.0,2279.0,223.0,790.0,7829.0
2020,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5913.0,2216.0,4442.0,682.0,2805.0,344.0,3896.0,446.0,1767.0,15135.0
2020,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4161.0,1500.0,2881.0,535.0,1857.0,288.0,2236.0,295.0,1280.0,9797.0
2020,6,Gràcia,28,Vallcarca i els Penitents,2153.0,724.0,1669.0,267.0,1083.0,150.0,1062.0,189.0,637.0,5274.0
2020,6,Gràcia,29,el Coll,1054.0,357.0,837.0,122.0,534.0,81.0,444.0,106.0,294.0,2497.0
2020,6,Gràcia,30,la Salut,1824.0,566.0,1464.0,207.0,886.0,117.0,830.0,144.0,474.0,4444.0
2020,6,Gràcia,31,la Vila de Gràcia,8633.0,3544.0,5268.0,1518.0,2937.0,675.0,2437.0,660.0,3600.0,16478.0
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5095.0,1605.0,4066.0,632.0,2370.0,290.0,2053.0,378.0,1435.0,12114.0
2020,7,Horta-Guinardó,33,el Baix Guinardó,3648.0,1011.0,3065.0,462.0,1828.0,249.0,1468.0,310.0,880.0,8857.0
2020,7,Horta-Guinardó,34,Can Baró,1268.0,423.0,1108.0,164.0,616.0,96.0,535.0,127.0,372.0,3089.0
2020,7,Horta-Guinardó,35,el Guinardó,5260.0,1523.0,4350.0,636.0,2558.0,395.0,2184.0,487.0,1220.0,12531.0
2020,7,Horta-Guinardó,36,la Font d'en Fargues,1022.0,231.0,1101.0,68.0,746.0,39.0,750.0,64.0,156.0,3373.0
2020,7,Horta-Guinardó,37,el Carmel,3870.0,1105.0,3801.0,534.0,2276.0,340.0,1890.0,549.0,1110.0,10419.0
2020,7,Horta-Guinardó,38,la Teixonera,1512.0,425.0,1446.0,198.0,863.0,146.0,657.0,176.0,408.0,3941.0
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,978.0,251.0,904.0,115.0,496.0,70.0,407.0,121.0,208.0,2436.0
2020,7,Horta-Guinardó,40,Montbau,754.0,150.0,639.0,81.0,319.0,48.0,283.0,68.0,145.0,1793.0
2020,7,Horta-Guinardó,41,la Vall d'Hebron,710.0,131.0,722.0,54.0,442.0,36.0,395.0,51.0,103.0,2100.0
2020,7,Horta-Guinardó,42,la Clota,88.0,19.0,67.0,11.0,63.0,5.0,44.0,9.0,22.0,240.0
2020,7,Horta-Guinardó,43,Horta,3308.0,724.0,3161.0,280.0,1948.0,158.0,1801.0,248.0,502.0,9310.0
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3373.0,751.0,3113.0,354.0,1931.0,236.0,1504.0,376.0,633.0,8837.0
2020,8,Nou Barris,45,Porta,3305.0,760.0,3176.0,363.0,1795.0,261.0,1304.0,424.0,713.0,8485.0
2020,8,Nou Barris,46,el Turó de la Peira,2236.0,595.0,1767.0,316.0,952.0,246.0,805.0,389.0,595.0,4809.0
2020,8,Nou Barris,47,Can Peguera,328.0,62.0,262.0,24.0,160.0,14.0,139.0,22.0,41.0,808.0
2020,8,Nou Barris,48,la Guineueta,1859.0,301.0,1989.0,112.0,1147.0,85.0,1042.0,135.0,196.0,5600.0
2020,8,Nou Barris,49,Canyelles,732.0,96.0,953.0,38.0,578.0,25.0,484.0,39.0,58.0,2607.0
2020,8,Nou Barris,50,les Roquetes,1704.0,543.0,1665.0,289.0,1040.0,222.0,956.0,417.0,661.0,4555.0
2020,8,Nou Barris,51,Verdun,1763.0,441.0,1477.0,209.0,808.0,167.0,613.0,301.0,480.0,4023.0
2020,8,Nou Barris,52,la Prosperitat,3393.0,730.0,3287.0,317.0,1961.0,295.0,1480.0,463.0,709.0,9025.0
2020,8,Nou Barris,53,la Trinitat Nova,1029.0,226.0,761.0,139.0,460.0,87.0,418.0,206.0,273.0,2283.0
2020,8,Nou Barris,54,Torre Baró,241.0,91.0,237.0,42.0,168.0,31.0,242.0,58.0,84.0,750.0
2020,8,Nou Barris,55,Ciutat Meridiana,964.0,414.0,1020.0,238.0,630.0,197.0,582.0,390.0,548.0,2505.0
2020,8,Nou Barris,56,Vallbona,137.0,52.0,132.0,24.0,75.0,12.0,108.0,18.0,36.0,382.0
2020,9,Sant Andreu,57,la Trinitat Vella,964.0,412.0,895.0,228.0,587.0,164.0,582.0,362.0,537.0,2399.0
2020,9,Sant Andreu,58,Baró de Viver,312.0,106.0,267.0,30.0,165.0,21.0,195.0,31.0,56.0,807.0
2020,9,Sant Andreu,59,el Bon Pastor,1203.0,310.0,1202.0,151.0,863.0,106.0,950.0,176.0,280.0,3755.0
2020,9,Sant Andreu,60,Sant Andreu,7007.0,1399.0,7210.0,495.0,4791.0,269.0,4022.0,459.0,954.0,21362.0
2020,9,Sant Andreu,61,la Sagrera,3600.0,910.0,3607.0,391.0,2191.0,288.0,1749.0,390.0,731.0,9899.0
2020,9,Sant Andreu,62,el Congrés i els Indians,2023.0,525.0,1672.0,189.0,1020.0,142.0,892.0,210.0,383.0,4924.0
2020,9,Sant Andreu,63,Navas,2877.0,765.0,2586.0,333.0,1625.0,215.0,1337.0,338.0,663.0,7437.0
