year,district_code,district_name,neighborhood_code,neighborhood_name,man_bachelors_degree,man_elementary_school,man_junior_high_school,man_senior_high_school,man_unknown,man_without education,woman_bachelors_degree,woman_elementary_school,woman_junior_high_school,woman_senior_high_school,woman_unknown,woman_without education
2018,4,Les Corts,20,la Maternitat i Sant Ramon,3799,1056,1665,2724,142,126,4301,1762,1982,2842,135,345
2018,4,Les Corts,21,Pedralbes,2675,165,457,1168,141,10,2544,401,713,1546,136,30
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",742,165,329,530,53,10,849,185,280,535,46,42
2018,5,Sarrià-Sant Gervasi,23,Sarrià,4834,505,1081,2485,281,38,5397,948,1443,2915,209,141
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,3493,186,557,1697,183,11,3663,432,827,2303,144,40
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5091,436,1032,2817,215,15,5676,788,1514,3493,207,128
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,9908,632,1791,4871,429,34,10909,1517,2786,6745,424,176
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,5788,494,1348,3301,238,42,6754,993,1918,3938,201,146
2018,6,Gràcia,28,Vallcarca i els Penitents,2418,567,1174,1798,119,69,2969,909,1294,1878,94,184
2018,6,Gràcia,29,el Coll,850,430,677,843,56,51,1116,599,726,902,37,121
2018,6,Gràcia,30,la Salut,2071,530,899,1568,83,43,2599,804,1111,1585,67,139
2018,6,Gràcia,31,la Vila de Gràcia,8457,2094,3254,5490,286,172,11484,3153,3606,5418,237,610
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5511,1243,2466,4127,181,123,6920,2226,2919,4122,140,380
2018,7,Horta-Guinardó,33,el Baix Guinardó,3250,1250,2332,3144,139,162,4085,2122,2608,3097,122,474
2018,7,Horta-Guinardó,34,Can Baró,946,651,949,1024,62,68,1247,801,949,966,46,209
2018,7,Horta-Guinardó,35,el Guinardó,4214,1981,3495,4618,227,200,5405,2934,3807,4396,182,544
2018,7,Horta-Guinardó,36,la Font d'en Fargues,1143,423,912,1184,72,43,1393,694,946,1052,73,114
2018,7,Horta-Guinardó,37,el Carmel,1492,3272,4473,2881,298,485,2172,3946,4228,3021,198,962
2018,7,Horta-Guinardó,38,la Teixonera,759,1086,1553,1197,107,139,1041,1314,1387,1171,72,294
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,548,613,837,722,60,109,715,745,820,796,40,219
2018,7,Horta-Guinardó,40,Montbau,445,313,526,581,30,74,682,524,556,572,20,202
2018,7,Horta-Guinardó,41,la Vall d'Hebron,641,351,556,708,36,39,860,499,561,622,34,92
2018,7,Horta-Guinardó,42,la Clota,63,56,79,68,2,8,98,37,67,61,4,12
2018,7,Horta-Guinardó,43,Horta,2230,2117,2817,3048,188,275,3195,2775,2808,3019,145,632
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2087,1806,2824,3009,148,237,2932,2703,3042,2871,142,576
2018,8,Nou Barris,45,Porta,1574,2329,3034,2715,158,342,2281,3157,3015,2697,123,699
2018,8,Nou Barris,46,el Turó de la Peira,810,1470,1872,1541,103,209,1148,1983,1939,1585,102,547
2018,8,Nou Barris,47,Can Peguera,79,271,309,163,35,21,100,343,302,186,24,73
2018,8,Nou Barris,48,la Guineueta,999,1249,1843,1676,94,170,1398,1826,1874,1617,78,414
2018,8,Nou Barris,49,Canyelles,279,796,982,601,77,93,454,993,983,554,39,195
2018,8,Nou Barris,50,les Roquetes,504,2052,2258,1151,144,210,713,2231,2169,1272,111,446
2018,8,Nou Barris,51,Verdun,479,1379,1699,1053,98,187,770,1707,1695,1194,67,382
2018,8,Nou Barris,52,la Prosperitat,1106,2834,3601,2461,207,442,1676,3483,3550,2538,176,892
2018,8,Nou Barris,53,la Trinitat Nova,206,923,1093,542,89,64,310,1029,1068,563,55,290
2018,8,Nou Barris,54,Torre Baró,85,413,406,174,54,28,112,425,355,177,44,58
2018,8,Nou Barris,55,Ciutat Meridiana,257,1485,1544,707,108,112,369,1690,1431,777,87,208
2018,8,Nou Barris,56,Vallbona,40,204,206,74,12,17,61,195,172,77,18,41
2018,9,Sant Andreu,57,la Trinitat Vella,321,1422,1470,804,98,110,494,1353,1203,713,71,204
2018,9,Sant Andreu,58,Baró de Viver,62,338,397,160,30,21,74,382,364,164,21,68
2018,9,Sant Andreu,59,el Bon Pastor,590,1354,1772,1102,120,121,798,1547,1555,1062,100,241
2018,9,Sant Andreu,60,Sant Andreu,5222,3816,6091,7135,372,339,7161,5327,6341,6411,321,861
2018,9,Sant Andreu,61,la Sagrera,2609,2010,3185,3563,182,202,3503,2863,3404,3318,129,494
2018,9,Sant Andreu,62,el Congrés i els Indians,1287,850,1509,1714,110,95,1830,1286,1572,1663,95,311
2018,9,Sant Andreu,63,Navas,2341,1298,2252,2782,160,129,2757,2121,2487,2573,134,349
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,4593,2254,3747,4793,227,204,5834,3339,3998,4244,187,576
2018,10,Sant Martí,65,el Clot,2875,1709,2873,3289,205,151,3544,2342,2955,2967,144,382
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2197,917,1406,1768,83,63,2488,1168,1352,1652,70,210
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,1987,206,498,963,92,10,2138,262,570,928,73,44
2018,10,Sant Martí,68,el Poblenou,4304,1911,3051,3756,261,167,5216,2506,2961,3418,202,487
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2045,570,1035,1405,105,81,2358,809,971,1279,101,154
2018,10,Sant Martí,70,el Besòs i el Maresme,986,3352,3217,1913,224,310,1336,2938,2885,1834,179,689
2018,10,Sant Martí,71,Provençals del Poblenou,1890,1528,2358,2315,141,157,2448,1922,2256,2156,125,358
2018,10,Sant Martí,72,Sant Martí de Provençals,1897,2165,3094,2942,219,236,2535,3055,3168,2664,149,603
2018,10,Sant Martí,73,la Verneda i la Pau,1431,2947,3733,3004,284,381,2054,3747,3718,2795,204,788
2019,1,Ciutat Vella,1,el Raval,5517,6531,5744,4323,423,203,5668,4791,4274,3608,318,502
2019,1,Ciutat Vella,2,el Barri Gòtic,3088,2330,2281,2134,83,87,3326,1126,1224,1720,81,158
2019,1,Ciutat Vella,3,la Barceloneta,1942,1443,1775,1589,106,117,2248,1421,1488,1435,72,308
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",4067,1789,1944,2414,155,83,4658,1611,1614,2184,111,261
2019,2,Eixample,5,el Fort Pienc,5206,1490,2475,3885,269,110,6244,2070,2741,3728,211,296
2019,2,Eixample,6,la Sagrada Família,8012,2261,3990,6077,351,207,9952,3760,4775,5961,313,577
2019,2,Eixample,7,la Dreta de l'Eixample,9438,1056,2221,4685,364,55,10728,1853,2707,5013,333,289
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8658,1167,2435,4998,303,89,9987,2032,2922,5025,270,310
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,10647,2045,3751,6845,441,144,12291,3551,4678,6829,396,475
2019,2,Eixample,10,Sant Antoni,5990,1938,3153,4580,262,145,6928,2929,3421,4206,273,477
2019,3,Sants-Montjuïc,11,el Poble Sec,4502,3666,4388,4245,328,197,5598,4032,3895,3829,249,604
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,32,195,208,68,18,15,39,203,154,60,9,34
2019,3,Sants-Montjuïc,13,la Marina de Port,1849,3164,3820,3175,369,246,2473,3929,3639,3093,297,589
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,1312,649,1004,1211,82,65,1632,932,1012,1119,76,178
2019,3,Sants-Montjuïc,15,Hostafrancs,2062,1139,1552,1792,122,95,2564,1409,1576,1635,81,199
2019,3,Sants-Montjuïc,16,la Bordeta,1884,1391,2129,2309,179,121,2442,1946,2065,2090,136,317
2019,3,Sants-Montjuïc,17,Sants - Badal,2584,1810,2444,2759,189,176,3301,2533,2658,2555,168,424
2019,3,Sants-Montjuïc,18,Sants,5514,2678,3993,4771,320,219,6911,3489,3933,4483,282,599
2019,4,Les Corts,19,les Corts,8491,1507,2737,5318,358,127,9532,2616,3641,5586,309,398
2019,4,Les Corts,20,la Maternitat i Sant Ramon,3908,983,1656,2688,196,116,4428,1673,1954,2810,180,311
2019,4,Les Corts,21,Pedralbes,2690,162,462,1116,166,8,2569,401,705,1483,175,28
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",779,163,325,517,83,12,854,183,273,537,64,35
2019,5,Sarrià-Sant Gervasi,23,Sarrià,4892,508,1041,2447,365,33,5553,891,1393,2838,282,128
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,3544,185,517,1687,231,6,3738,413,813,2212,213,36
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5251,437,982,2769,275,13,5840,785,1488,3401,306,111
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,10066,591,1735,4822,547,29,11156,1433,2682,6631,560,151
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,5929,472,1284,3292,297,35,6994,936,1872,3867,274,124
2019,6,Gràcia,28,Vallcarca i els Penitents,2540,543,1120,1804,150,66,3072,856,1272,1858,139,169
2019,6,Gràcia,29,el Coll,895,417,676,859,69,43,1151,583,718,909,56,110
2019,6,Gràcia,30,la Salut,2129,524,892,1586,96,33,2694,763,1089,1587,94,119
2019,6,Gràcia,31,la Vila de Gràcia,8780,1897,3192,5500,377,146,11936,2981,3454,5426,349,553
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5709,1277,2535,4125,236,105,7208,2149,2880,4087,220,348
2019,7,Horta-Guinardó,33,el Baix Guinardó,3369,1192,2308,3173,198,146,4264,2047,2546,3129,164,440
2019,7,Horta-Guinardó,34,Can Baró,996,620,946,1081,80,51,1328,777,953,976,72,196
2019,7,Horta-Guinardó,35,el Guinardó,4405,1890,3470,4680,310,181,5622,2809,3748,4447,283,496
2019,7,Horta-Guinardó,36,la Font d'en Fargues,1185,397,857,1193,103,41,1452,674,914,1055,109,103
2019,7,Horta-Guinardó,37,el Carmel,1575,3183,4493,2971,373,447,2352,3835,4257,3126,274,878
2019,7,Horta-Guinardó,38,la Teixonera,776,1052,1557,1239,132,132,1086,1288,1399,1227,100,267
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,575,584,870,769,89,94,761,735,832,856,67,194
2019,7,Horta-Guinardó,40,Montbau,479,296,532,591,44,68,706,476,537,610,40,180
2019,7,Horta-Guinardó,41,la Vall d'Hebron,662,338,551,735,49,33,877,488,550,640,58,81
2019,7,Horta-Guinardó,42,la Clota,71,51,86,66,4,7,105,35,69,57,5,11
2019,7,Horta-Guinardó,43,Horta,2351,2086,2777,3132,281,254,3357,2764,2802,3152,217,592
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2196,1780,2774,3056,225,210,3041,2630,3015,2928,202,532
2019,8,Nou Barris,45,Porta,1680,2388,3188,2848,212,315,2441,3125,3133,2901,177,652
2019,8,Nou Barris,46,el Turó de la Peira,887,1428,1862,1596,148,184,1241,1926,1959,1641,129,485
2019,8,Nou Barris,47,Can Peguera,83,256,321,163,39,18,108,337,308,179,26,67
2019,8,Nou Barris,48,la Guineueta,1024,1194,1844,1687,131,152,1448,1796,1918,1655,123,379
2019,8,Nou Barris,49,Canyelles,286,773,983,616,94,83,486,966,972,554,58,179
2019,8,Nou Barris,50,les Roquetes,532,2033,2339,1234,183,183,749,2224,2265,1351,150,402
2019,8,Nou Barris,51,Verdun,532,1314,1732,1111,112,160,811,1674,1726,1212,93,341
2019,8,Nou Barris,52,la Prosperitat,1176,2738,3620,2564,281,401,1783,3445,3542,2634,222,831
2019,8,Nou Barris,53,la Trinitat Nova,235,918,1124,588,108,57,345,1031,1098,608,73,244
2019,8,Nou Barris,54,Torre Baró,88,411,422,172,61,29,107,420,366,192,50,55
2019,8,Nou Barris,55,Ciutat Meridiana,275,1480,1577,738,132,104,418,1671,1445,812,91,191
2019,8,Nou Barris,56,Vallbona,43,195,207,74,18,14,62,200,181,77,25,42
2019,9,Sant Andreu,57,la Trinitat Vella,343,1420,1483,839,133,98,519,1357,1233,765,98,187
2019,9,Sant Andreu,58,Baró de Viver,65,346,400,170,40,21,80,392,372,175,30,62
2019,9,Sant Andreu,59,el Bon Pastor,633,1363,1787,1164,178,109,845,1544,1620,1120,139,223
2019,9,Sant Andreu,60,Sant Andreu,5469,3692,5950,7182,537,313,7448,5163,6207,6452,516,795
2019,9,Sant Andreu,61,la Sagrera,2738,1940,3094,3602,252,176,3713,2776,3371,3353,206,446
2019,9,Sant Andreu,62,el Congrés i els Indians,1403,817,1567,1768,140,84,1960,1240,1561,1701,119,276
2019,9,Sant Andreu,63,Navas,2381,1264,2224,2791,227,118,2903,2026,2473,2628,197,318
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,4838,2195,3694,4856,283,183,6154,3245,3915,4379,268,534
2019,10,Sant Martí,65,el Clot,3019,1621,2816,3294,274,124,3691,2273,2887,3022,217,339
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2300,864,1411,1795,116,62,2616,1152,1363,1666,114,194
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,2041,206,459,960,128,9,2194,259,526,923,122,40
2019,10,Sant Martí,68,el Poblenou,4563,1835,2984,3737,355,146,5497,2406,2833,3446,292,435
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2093,550,999,1404,134,77,2436,770,948,1249,117,138
2019,10,Sant Martí,70,el Besòs i el Maresme,1093,3487,3392,2066,238,295,1479,2921,3015,1967,187,635
2019,10,Sant Martí,71,Provençals del Poblenou,2048,1497,2357,2328,181,138,2652,1867,2287,2215,153,331
2019,10,Sant Martí,72,Sant Martí de Provençals,1995,2090,3061,2956,276,213,2646,2987,3115,2766,215,549
2019,10,Sant Martí,73,la Verneda i la Pau,1488,2856,3804,3046,298,345,2161,3655,3743,2812,237,727
2020,1,Ciutat Vella,1,el Raval,5624,6060,5969,4341,377,181,5730,4555,4473,3738,275,440
2020,1,Ciutat Vella,2,el Barri Gòtic,3217,3159,3319,2383,63,86,3372,1123,1401,1796,65,146
2020,1,Ciutat Vella,3,la Barceloneta,1926,1358,1763,1646,87,105,2324,1350,1512,1504,63,273
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",4092,1700,2020,2475,123,72,4736,1566,1634,2215,118,223
2020,2,Eixample,5,el Fort Pienc,5399,1520,2634,3995,203,101,6483,1999,2850,3814,166,262
2020,2,Eixample,6,la Sagrada Família,8206,2160,4151,6165,294,181,10187,3608,4847,6076,228,513
2020,2,Eixample,7,la Dreta de l'Eixample,9567,985,2331,4673,318,44,11003,1745,2753,5025,279,251
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8868,1097,2523,5068,261,83,10255,1905,2996,4961,225,263
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,10829,1895,3871,6813,377,137,12618,3355,4802,6756,317,427
2020,2,Eixample,10,Sant Antoni,6263,1875,3185,4558,248,127,7219,2786,3543,4248,186,437
2020,3,Sants-Montjuïc,11,el Poble Sec,4696,3408,4427,4281,309,165,5772,3801,3912,3902,206,534
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell,34,197,213,71,20,12,49,200,165,65,10,31
2020,3,Sants-Montjuïc,13,la Marina de Port,1958,3087,3954,3261,326,226,2563,3843,3772,3166,262,555
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,1310,622,1036,1229,74,66,1657,899,1068,1127,52,169
2020,3,Sants-Montjuïc,15,Hostafrancs,2120,1080,1595,1760,107,88,2680,1367,1586,1651,82,185
2020,3,Sants-Montjuïc,16,la Bordeta,1972,1335,2164,2298,160,108,2578,1888,2104,2094,115,293
2020,3,Sants-Montjuïc,17,Sants - Badal,2719,1762,2524,2834,170,158,3486,2458,2744,2656,135,380
2020,3,Sants-Montjuïc,18,Sants,5737,2849,4383,4969,256,210,7188,3376,4173,4636,212,536
2020,4,Les Corts,19,les Corts,8615,1459,2841,5299,297,110,9687,2526,3712,5550,255,363
2020,4,Les Corts,20,la Maternitat i Sant Ramon,3954,951,1705,2720,159,100,4499,1604,1979,2825,138,288
2020,4,Les Corts,21,Pedralbes,2642,157,484,1130,160,6,2598,389,756,1461,159,25
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",776,161,347,500,50,10,869,181,294,535,57,33
2020,5,Sarrià-Sant Gervasi,23,Sarrià,4948,497,1129,2440,330,33,5689,825,1436,2791,288,123
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,3553,186,587,1666,205,4,3751,391,856,2176,167,36
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5297,421,1094,2712,268,15,5952,723,1552,3354,287,101
2020,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,10191,556,1849,4750,495,27,11418,1358,2780,6544,456,132
2020,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,6126,474,1434,3315,260,32,7264,872,1931,3854,252,115
2020,6,Gràcia,28,Vallcarca i els Penitents,2630,518,1181,1841,130,63,3178,845,1344,1829,111,159
2020,6,Gràcia,29,el Coll,941,396,719,873,60,36,1191,570,758,907,52,102
2020,6,Gràcia,30,la Salut,2142,511,916,1612,77,29,2769,740,1133,1560,55,111
2020,6,Gràcia,31,la Vila de Gràcia,9108,1765,3285,5413,326,128,12182,2818,3574,5443,252,507
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5891,1236,2600,4127,185,97,7446,2049,2950,4103,192,324
2020,7,Horta-Guinardó,33,el Baix Guinardó,3502,1130,2373,3214,145,144,4445,1983,2580,3111,108,419
2020,7,Horta-Guinardó,34,Can Baró,1039,599,980,1102,67,46,1381,764,966,989,31,169
2020,7,Horta-Guinardó,35,el Guinardó,4590,1788,3569,4734,267,159,5888,2717,3837,4529,189,448
2020,7,Horta-Guinardó,36,la Font d'en Fargues,1244,385,890,1175,64,36,1492,648,958,1069,73,100
2020,7,Horta-Guinardó,37,el Carmel,1674,3071,4660,3112,291,405,2487,3774,4368,3221,209,805
2020,7,Horta-Guinardó,38,la Teixonera,790,999,1654,1279,108,116,1124,1274,1450,1285,77,248
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,599,581,900,810,71,85,794,714,881,889,47,184
2020,7,Horta-Guinardó,40,Montbau,539,273,549,588,33,57,747,455,561,625,17,158
2020,7,Horta-Guinardó,41,la Vall d'Hebron,684,319,562,738,29,30,916,486,592,667,36,86
2020,7,Horta-Guinardó,42,la Clota,72,52,83,75,6,6,99,39,74,65,2,10
2020,7,Horta-Guinardó,43,Horta,2450,2080,3008,3286,222,234,3552,2716,3000,3282,151,564
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2273,1730,2860,3105,174,184,3187,2554,3109,2997,157,496
2020,8,Nou Barris,45,Porta,1781,2457,3481,3059,192,283,2610,3124,3386,3106,170,586
2020,8,Nou Barris,46,el Turó de la Peira,930,1385,1996,1680,129,170,1352,1893,2041,1686,110,436
2020,8,Nou Barris,47,Can Peguera,78,250,340,158,36,15,115,323,318,184,23,63
2020,8,Nou Barris,48,la Guineueta,1056,1141,1879,1748,116,145,1496,1745,1920,1706,100,353
2020,8,Nou Barris,49,Canyelles,295,761,1011,620,74,71,506,951,994,571,52,164
2020,8,Nou Barris,50,les Roquetes,552,1979,2436,1260,185,162,795,2169,2359,1394,124,370
2020,8,Nou Barris,51,Verdun,551,1290,1789,1145,103,144,869,1643,1768,1280,98,307
2020,8,Nou Barris,52,la Prosperitat,1223,2670,3709,2650,225,352,1866,3398,3666,2742,173,771
2020,8,Nou Barris,53,la Trinitat Nova,256,883,1189,599,88,50,372,1018,1123,659,75,213
2020,8,Nou Barris,54,Torre Baró,93,390,434,180,51,26,119,395,383,208,41,55
2020,8,Nou Barris,55,Ciutat Meridiana,264,1471,1634,794,111,91,407,1651,1541,841,83,181
2020,8,Nou Barris,56,Vallbona,43,186,214,83,17,11,67,204,188,76,24,39
2020,9,Sant Andreu,57,la Trinitat Vella,359,1390,1536,875,101,91,535,1357,1280,806,80,168
2020,9,Sant Andreu,58,Baró de Viver,71,337,423,169,40,18,83,376,396,181,26,56
2020,9,Sant Andreu,59,el Bon Pastor,681,1401,1966,1261,164,96,926,1516,1732,1190,111,195
2020,9,Sant Andreu,60,Sant Andreu,5693,3591,6100,7290,466,275,7766,5001,6444,6573,367,724
2020,9,Sant Andreu,61,la Sagrera,2855,1861,3169,3604,186,161,3828,2686,3410,3432,158,403
2020,9,Sant Andreu,62,el Congrés i els Indians,1506,772,1602,1820,109,76,2041,1159,1616,1754,96,246
2020,9,Sant Andreu,63,Navas,2481,1199,2290,2832,176,101,3052,1943,2552,2671,151,283
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,4996,2109,3719,4878,241,164,6391,3084,4033,4449,211,479
2020,10,Sant Martí,65,el Clot,3072,1584,2838,3319,216,108,3852,2207,2859,3014,194,311
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2405,825,1444,1832,104,59,2749,1110,1404,1652,114,181
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,2063,216,487,972,108,10,2235,242,533,942,104,37
2020,10,Sant Martí,68,el Poblenou,4792,1749,3067,3764,304,132,5640,2313,2892,3521,262,384
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2084,524,1058,1339,124,72,2455,759,974,1253,104,125
2020,10,Sant Martí,70,el Besòs i el Maresme,1195,3577,3677,2235,233,273,1577,2887,3080,2078,189,574
2020,10,Sant Martí,71,Provençals del Poblenou,2149,1469,2410,2374,174,121,2758,1826,2297,2238,145,308
2020,10,Sant Martí,72,Sant Martí de Provençals,2028,2012,3104,2964,239,189,2773,2912,3141,2841,177,493
2020,10,Sant Martí,73,la Verneda i la Pau,1543,2761,3860,3083,279,310,2269,3588,3775,2884,220,654
