"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nivell acadèmic","Nombre"
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",686
2016,7,"Horta-Guinardó",40,"Montbau","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",584
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",697
2016,7,"Horta-Guinardó",42,"la Clota","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",61
2016,7,"Horta-Guinardó",43,"Horta","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",3078
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2955
2016,8,"Nou Barris",45,"Porta","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2623
2016,8,"Nou Barris",46,"el Turó de la Peira","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1517
2016,8,"Nou Barris",47,"Can Peguera","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",155
2016,8,"Nou Barris",48,"la Guineueta","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1636
2016,8,"Nou Barris",49,"Canyelles","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",608
2016,8,"Nou Barris",50,"les Roquetes","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1092
2016,8,"Nou Barris",51,"Verdun","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",975
2016,8,"Nou Barris",52,"la Prosperitat","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2355
2016,8,"Nou Barris",53,"la Trinitat Nova","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",486
2016,8,"Nou Barris",54,"Torre Baró","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",165
2016,8,"Nou Barris",55,"Ciutat Meridiana","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",628
2016,8,"Nou Barris",56,"Vallbona","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",75
2016,9,"Sant Andreu",57,"la Trinitat Vella","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",774
2016,9,"Sant Andreu",58,"Baró de Viver","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",153
2016,9,"Sant Andreu",59,"el Bon Pastor","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1059
2016,9,"Sant Andreu",60,"Sant Andreu","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",7143
2016,9,"Sant Andreu",61,"la Sagrera","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",3522
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1690
2016,9,"Sant Andreu",63,"Navas","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2807
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",4796
2016,10,"Sant Martí",65,"el Clot","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",3333
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1784
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",984
2016,10,"Sant Martí",68,"el Poblenou","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",3783
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1439
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",1775
2016,10,"Sant Martí",71,"Provençals del Poblenou","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2347
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2941
2016,10,"Sant Martí",73,"la Verneda i la Pau","Home","Batxillerat superior / BUP / COU / FPII / CFGM grau mitjà",2946
2016,1,"Ciutat Vella",1,"el Raval","Home","Estudis universitaris / CFGS grau superior",4605
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Estudis universitaris / CFGS grau superior",2632
2016,1,"Ciutat Vella",3,"la Barceloneta","Home","Estudis universitaris / CFGS grau superior",1625
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Estudis universitaris / CFGS grau superior",3530
2016,2,"Eixample",5,"el Fort Pienc","Home","Estudis universitaris / CFGS grau superior",4746
2016,2,"Eixample",6,"la Sagrada Família","Home","Estudis universitaris / CFGS grau superior",7153
2016,2,"Eixample",7,"la Dreta de l'Eixample","Home","Estudis universitaris / CFGS grau superior",8848
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Estudis universitaris / CFGS grau superior",7851
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Estudis universitaris / CFGS grau superior",9552
2016,2,"Eixample",10,"Sant Antoni","Home","Estudis universitaris / CFGS grau superior",5374
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Estudis universitaris / CFGS grau superior",3716
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Estudis universitaris / CFGS grau superior",18
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Estudis universitaris / CFGS grau superior",1555
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Estudis universitaris / CFGS grau superior",1149
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Estudis universitaris / CFGS grau superior",1792
2016,3,"Sants-Montjuïc",16,"la Bordeta","Home","Estudis universitaris / CFGS grau superior",1571
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Estudis universitaris / CFGS grau superior",2222
2016,3,"Sants-Montjuïc",18,"Sants","Home","Estudis universitaris / CFGS grau superior",4811
2016,4,"Les Corts",19,"les Corts","Home","Estudis universitaris / CFGS grau superior",7893
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Estudis universitaris / CFGS grau superior",3625
2016,4,"Les Corts",21,"Pedralbes","Home","Estudis universitaris / CFGS grau superior",2608
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estudis universitaris / CFGS grau superior",721
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estudis universitaris / CFGS grau superior",4682
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estudis universitaris / CFGS grau superior",3411
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estudis universitaris / CFGS grau superior",5007
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estudis universitaris / CFGS grau superior",9629
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estudis universitaris / CFGS grau superior",5523
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estudis universitaris / CFGS grau superior",2287
2016,6,"Gràcia",29,"el Coll","Home","Estudis universitaris / CFGS grau superior",812
2016,6,"Gràcia",30,"la Salut","Home","Estudis universitaris / CFGS grau superior",1983
2016,6,"Gràcia",31,"la Vila de Gràcia","Home","Estudis universitaris / CFGS grau superior",8034
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estudis universitaris / CFGS grau superior",5186
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estudis universitaris / CFGS grau superior",3053
2016,7,"Horta-Guinardó",34,"Can Baró","Home","Estudis universitaris / CFGS grau superior",855
2016,7,"Horta-Guinardó",35,"el Guinardó","Home","Estudis universitaris / CFGS grau superior",3835
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Estudis universitaris / CFGS grau superior",1082
2016,7,"Horta-Guinardó",37,"el Carmel","Home","Estudis universitaris / CFGS grau superior",1287
2016,7,"Horta-Guinardó",38,"la Teixonera","Home","Estudis universitaris / CFGS grau superior",626
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Estudis universitaris / CFGS grau superior",485
2016,7,"Horta-Guinardó",40,"Montbau","Home","Estudis universitaris / CFGS grau superior",415
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Estudis universitaris / CFGS grau superior",630
2016,7,"Horta-Guinardó",42,"la Clota","Home","Estudis universitaris / CFGS grau superior",50
2016,7,"Horta-Guinardó",43,"Horta","Home","Estudis universitaris / CFGS grau superior",2062
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Estudis universitaris / CFGS grau superior",1968
2016,8,"Nou Barris",45,"Porta","Home","Estudis universitaris / CFGS grau superior",1386
2016,8,"Nou Barris",46,"el Turó de la Peira","Home","Estudis universitaris / CFGS grau superior",705
2016,8,"Nou Barris",47,"Can Peguera","Home","Estudis universitaris / CFGS grau superior",66
2016,8,"Nou Barris",48,"la Guineueta","Home","Estudis universitaris / CFGS grau superior",963
2016,8,"Nou Barris",49,"Canyelles","Home","Estudis universitaris / CFGS grau superior",264
2016,8,"Nou Barris",50,"les Roquetes","Home","Estudis universitaris / CFGS grau superior",411
2016,8,"Nou Barris",51,"Verdun","Home","Estudis universitaris / CFGS grau superior",409
2016,8,"Nou Barris",52,"la Prosperitat","Home","Estudis universitaris / CFGS grau superior",1003
2016,8,"Nou Barris",53,"la Trinitat Nova","Home","Estudis universitaris / CFGS grau superior",167
2016,8,"Nou Barris",54,"Torre Baró","Home","Estudis universitaris / CFGS grau superior",75
2016,8,"Nou Barris",55,"Ciutat Meridiana","Home","Estudis universitaris / CFGS grau superior",209
2016,8,"Nou Barris",56,"Vallbona","Home","Estudis universitaris / CFGS grau superior",35
2016,9,"Sant Andreu",57,"la Trinitat Vella","Home","Estudis universitaris / CFGS grau superior",302
2016,9,"Sant Andreu",58,"Baró de Viver","Home","Estudis universitaris / CFGS grau superior",51
2016,9,"Sant Andreu",59,"el Bon Pastor","Home","Estudis universitaris / CFGS grau superior",543
2016,9,"Sant Andreu",60,"Sant Andreu","Home","Estudis universitaris / CFGS grau superior",4752
2016,9,"Sant Andreu",61,"la Sagrera","Home","Estudis universitaris / CFGS grau superior",2362
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Estudis universitaris / CFGS grau superior",1159
2016,9,"Sant Andreu",63,"Navas","Home","Estudis universitaris / CFGS grau superior",2092
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Estudis universitaris / CFGS grau superior",4207
2016,10,"Sant Martí",65,"el Clot","Home","Estudis universitaris / CFGS grau superior",2623
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Estudis universitaris / CFGS grau superior",1987
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Estudis universitaris / CFGS grau superior",1954
2016,10,"Sant Martí",68,"el Poblenou","Home","Estudis universitaris / CFGS grau superior",4006
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Estudis universitaris / CFGS grau superior",1936
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Estudis universitaris / CFGS grau superior",851
2016,10,"Sant Martí",71,"Provençals del Poblenou","Home","Estudis universitaris / CFGS grau superior",1751
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Estudis universitaris / CFGS grau superior",1745
2016,10,"Sant Martí",73,"la Verneda i la Pau","Home","Estudis universitaris / CFGS grau superior",1282
2016,1,"Ciutat Vella",1,"el Raval","Home","No consta",395
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Home","No consta",66
2016,1,"Ciutat Vella",3,"la Barceloneta","Home","No consta",81
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","No consta",135
2016,2,"Eixample",5,"el Fort Pienc","Home","No consta",198
2016,2,"Eixample",6,"la Sagrada Família","Home","No consta",277
2016,2,"Eixample",7,"la Dreta de l'Eixample","Home","No consta",275
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","No consta",241
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","No consta",321
2016,2,"Eixample",10,"Sant Antoni","Home","No consta",221
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Home","No consta",280
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","No consta",8
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Home","No consta",260
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","No consta",79
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Home","No consta",105
2016,3,"Sants-Montjuïc",16,"la Bordeta","Home","No consta",124
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Home","No consta",156
2016,3,"Sants-Montjuïc",18,"Sants","Home","No consta",281
2016,4,"Les Corts",19,"les Corts","Home","No consta",268
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","No consta",141
2016,4,"Les Corts",21,"Pedralbes","Home","No consta",104
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","No consta",44
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","No consta",233
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","No consta",180
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","No consta",194
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","No consta",389
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","No consta",235
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Home","No consta",105
2016,6,"Gràcia",29,"el Coll","Home","No consta",49
2016,6,"Gràcia",30,"la Salut","Home","No consta",95
2016,6,"Gràcia",31,"la Vila de Gràcia","Home","No consta",257
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","No consta",187
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","No consta",166
2016,7,"Horta-Guinardó",34,"Can Baró","Home","No consta",65
2016,7,"Horta-Guinardó",35,"el Guinardó","Home","No consta",234
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","No consta",79
2016,7,"Horta-Guinardó",37,"el Carmel","Home","No consta",268
2016,7,"Horta-Guinardó",38,"la Teixonera","Home","No consta",83
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","No consta",68
2016,7,"Horta-Guinardó",40,"Montbau","Home","No consta",34
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","No consta",44
2016,7,"Horta-Guinardó",42,"la Clota","Home","No consta",4
2016,7,"Horta-Guinardó",43,"Horta","Home","No consta",193
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","No consta",150
2016,8,"Nou Barris",45,"Porta","Home","No consta",168
2016,8,"Nou Barris",46,"el Turó de la Peira","Home","No consta",120
2016,8,"Nou Barris",47,"Can Peguera","Home","No consta",30
2016,8,"Nou Barris",48,"la Guineueta","Home","No consta",108
2016,8,"Nou Barris",49,"Canyelles","Home","No consta",65
2016,8,"Nou Barris",50,"les Roquetes","Home","No consta",139
2016,8,"Nou Barris",51,"Verdun","Home","No consta",109
2016,8,"Nou Barris",52,"la Prosperitat","Home","No consta",215
2016,8,"Nou Barris",53,"la Trinitat Nova","Home","No consta",73
2016,8,"Nou Barris",54,"Torre Baró","Home","No consta",30
2016,8,"Nou Barris",55,"Ciutat Meridiana","Home","No consta",86
2016,8,"Nou Barris",56,"Vallbona","Home","No consta",13
2016,9,"Sant Andreu",57,"la Trinitat Vella","Home","No consta",108
2016,9,"Sant Andreu",58,"Baró de Viver","Home","No consta",33
2016,9,"Sant Andreu",59,"el Bon Pastor","Home","No consta",102
2016,9,"Sant Andreu",60,"Sant Andreu","Home","No consta",347
2016,9,"Sant Andreu",61,"la Sagrera","Home","No consta",202
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Home","No consta",104
2016,9,"Sant Andreu",63,"Navas","Home","No consta",134
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","No consta",209
2016,10,"Sant Martí",65,"el Clot","Home","No consta",202
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","No consta",82
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","No consta",86
2016,10,"Sant Martí",68,"el Poblenou","Home","No consta",211
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","No consta",93
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Home","No consta",200
2016,10,"Sant Martí",71,"Provençals del Poblenou","Home","No consta",145
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Home","No consta",183
2016,10,"Sant Martí",73,"la Verneda i la Pau","Home","No consta",214
2016,1,"Ciutat Vella",1,"el Raval","Dona","Sense estudis",721
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Sense estudis",226
2016,1,"Ciutat Vella",3,"la Barceloneta","Dona","Sense estudis",467
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Sense estudis",376
2016,2,"Eixample",5,"el Fort Pienc","Dona","Sense estudis",399
2016,2,"Eixample",6,"la Sagrada Família","Dona","Sense estudis",850
2016,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Sense estudis",412
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Sense estudis",452
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Sense estudis",676
2016,2,"Eixample",10,"Sant Antoni","Dona","Sense estudis",649
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Sense estudis",839
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Sense estudis",44
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Sense estudis",738
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Sense estudis",216
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Sense estudis",278
2016,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Sense estudis",413
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Sense estudis",565
2016,3,"Sants-Montjuïc",18,"Sants","Dona","Sense estudis",792
2016,4,"Les Corts",19,"les Corts","Dona","Sense estudis",569
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Sense estudis",389
2016,4,"Les Corts",21,"Pedralbes","Dona","Sense estudis",42
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Sense estudis",54
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Sense estudis",179
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Sense estudis",52
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Sense estudis",150
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Sense estudis",209
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Sense estudis",190
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Sense estudis",228
2016,6,"Gràcia",29,"el Coll","Dona","Sense estudis",137
2016,6,"Gràcia",30,"la Salut","Dona","Sense estudis",163
2016,6,"Gràcia",31,"la Vila de Gràcia","Dona","Sense estudis",758
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Sense estudis",469
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Sense estudis",560
2016,7,"Horta-Guinardó",34,"Can Baró","Dona","Sense estudis",243
2016,7,"Horta-Guinardó",35,"el Guinardó","Dona","Sense estudis",680
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Sense estudis",146
2016,7,"Horta-Guinardó",37,"el Carmel","Dona","Sense estudis",1124
2016,7,"Horta-Guinardó",38,"la Teixonera","Dona","Sense estudis",353
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Sense estudis",265
2016,7,"Horta-Guinardó",40,"Montbau","Dona","Sense estudis",232
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Sense estudis",98
2016,7,"Horta-Guinardó",42,"la Clota","Dona","Sense estudis",12
2016,7,"Horta-Guinardó",43,"Horta","Dona","Sense estudis",764
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Sense estudis",684
2016,8,"Nou Barris",45,"Porta","Dona","Sense estudis",822
2016,8,"Nou Barris",46,"el Turó de la Peira","Dona","Sense estudis",659
2016,8,"Nou Barris",47,"Can Peguera","Dona","Sense estudis",90
2016,8,"Nou Barris",48,"la Guineueta","Dona","Sense estudis",478
2016,8,"Nou Barris",49,"Canyelles","Dona","Sense estudis",226
2016,8,"Nou Barris",50,"les Roquetes","Dona","Sense estudis",524
2016,8,"Nou Barris",51,"Verdun","Dona","Sense estudis",469
2016,8,"Nou Barris",52,"la Prosperitat","Dona","Sense estudis",1058
2016,8,"Nou Barris",53,"la Trinitat Nova","Dona","Sense estudis",349
2016,8,"Nou Barris",54,"Torre Baró","Dona","Sense estudis",73
2016,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Sense estudis",245
2016,8,"Nou Barris",56,"Vallbona","Dona","Sense estudis",53
2016,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Sense estudis",248
2016,9,"Sant Andreu",58,"Baró de Viver","Dona","Sense estudis",83
2016,9,"Sant Andreu",59,"el Bon Pastor","Dona","Sense estudis",296
2016,9,"Sant Andreu",60,"Sant Andreu","Dona","Sense estudis",1022
2016,9,"Sant Andreu",61,"la Sagrera","Dona","Sense estudis",561
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Sense estudis",383
2016,9,"Sant Andreu",63,"Navas","Dona","Sense estudis",426
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Sense estudis",702
2016,10,"Sant Martí",65,"el Clot","Dona","Sense estudis",465
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Sense estudis",232
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Sense estudis",49
2016,10,"Sant Martí",68,"el Poblenou","Dona","Sense estudis",621
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Sense estudis",186
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Sense estudis",811
2016,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Sense estudis",420
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Sense estudis",718
2016,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Sense estudis",950
2016,1,"Ciutat Vella",1,"el Raval","Dona","Estudis primaris / certificat d'escolaritat / EGB",5549
2016,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Estudis primaris / certificat d'escolaritat / EGB",1129
2016,1,"Ciutat Vella",3,"la Barceloneta","Dona","Estudis primaris / certificat d'escolaritat / EGB",1646
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Estudis primaris / certificat d'escolaritat / EGB",1881
2016,2,"Eixample",5,"el Fort Pienc","Dona","Estudis primaris / certificat d'escolaritat / EGB",2312
2016,2,"Eixample",6,"la Sagrada Família","Dona","Estudis primaris / certificat d'escolaritat / EGB",4427
2016,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Estudis primaris / certificat d'escolaritat / EGB",2152
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Estudis primaris / certificat d'escolaritat / EGB",2408
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Estudis primaris / certificat d'escolaritat / EGB",4143
2016,2,"Eixample",10,"Sant Antoni","Dona","Estudis primaris / certificat d'escolaritat / EGB",3368
2016,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Estudis primaris / certificat d'escolaritat / EGB",4677
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Estudis primaris / certificat d'escolaritat / EGB",219
2016,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Estudis primaris / certificat d'escolaritat / EGB",4200
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Estudis primaris / certificat d'escolaritat / EGB",1032
2016,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Estudis primaris / certificat d'escolaritat / EGB",1673
2016,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Estudis primaris / certificat d'escolaritat / EGB",2113
2016,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Estudis primaris / certificat d'escolaritat / EGB",2858
2016,3,"Sants-Montjuïc",18,"Sants","Dona","Estudis primaris / certificat d'escolaritat / EGB",3922
2016,4,"Les Corts",19,"les Corts","Dona","Estudis primaris / certificat d'escolaritat / EGB",2978
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Estudis primaris / certificat d'escolaritat / EGB",1887
2016,4,"Les Corts",21,"Pedralbes","Dona","Estudis primaris / certificat d'escolaritat / EGB",437
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Estudis primaris / certificat d'escolaritat / EGB",201
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Estudis primaris / certificat d'escolaritat / EGB",1005
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Estudis primaris / certificat d'escolaritat / EGB",495
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Estudis primaris / certificat d'escolaritat / EGB",928
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Estudis primaris / certificat d'escolaritat / EGB",1671
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Estudis primaris / certificat d'escolaritat / EGB",1104
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Estudis primaris / certificat d'escolaritat / EGB",978
2016,6,"Gràcia",29,"el Coll","Dona","Estudis primaris / certificat d'escolaritat / EGB",625
2016,6,"Gràcia",30,"la Salut","Dona","Estudis primaris / certificat d'escolaritat / EGB",884
2016,6,"Gràcia",31,"la Vila de Gràcia","Dona","Estudis primaris / certificat d'escolaritat / EGB",3551
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Estudis primaris / certificat d'escolaritat / EGB",2466
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Estudis primaris / certificat d'escolaritat / EGB",2278
2016,7,"Horta-Guinardó",34,"Can Baró","Dona","Estudis primaris / certificat d'escolaritat / EGB",883
2016,7,"Horta-Guinardó",35,"el Guinardó","Dona","Estudis primaris / certificat d'escolaritat / EGB",3251
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Estudis primaris / certificat d'escolaritat / EGB",748
2016,7,"Horta-Guinardó",37,"el Carmel","Dona","Estudis primaris / certificat d'escolaritat / EGB",4189
2016,7,"Horta-Guinardó",38,"la Teixonera","Dona","Estudis primaris / certificat d'escolaritat / EGB",1387
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Estudis primaris / certificat d'escolaritat / EGB",767
2016,7,"Horta-Guinardó",40,"Montbau","Dona","Estudis primaris / certificat d'escolaritat / EGB",569
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Estudis primaris / certificat d'escolaritat / EGB",522
